Gene,TCGA-CA-6717-01A-11R-1839-07,TCGA-CK-4951-01A-01R-1410-07,TCGA-WS-AB45-01A-11R-A41B-07,TCGA-A6-6781-01B-06R-A277-07,TCGA-A6-6781-01A-22R-A278-07,TCGA-A6-6781-01A-22R-1928-07,TCGA-D5-6928-01A-11R-1928-07,TCGA-AD-5900-01A-11R-1653-07,TCGA-A6-6780-01A-11R-A278-07,TCGA-A6-6780-01B-04R-A277-07,TCGA-A6-6780-01A-11R-1839-07,MAX,AVG,MED,MIN
GJC2,106.7087,32.3613,39.4243,38.5196,94.2951,209.9474,23.8501,18.6722,1.717,5.9347,21.2556,209.9474,53.8805454545455,32.3613,1.717
ANO8,224.6736,162.5178,317.406,80.8157,250.3369,383.0703,272.5724,164.9378,25.7555,43.0267,256.0554,383.0703,198.288009090909,224.6736,25.7555
RRAGC,329.5813,401.7461,380.9677,233.9577,310.6475,260.1626,339.8637,213.61,368.8187,264.095,200.1977,401.7461,300.331636363636,310.6475,200.1977
DHRS11,384.9617,288.7624,115.8592,19.6375,81.3714,123.8642,147.3595,181.5353,132.8984,91.9881,337.1231,384.9617,173.214618181818,132.8984,19.6375
FYCO1,1468.7078,818.2788,1173.0748,1553.6254,1927.5459,1262.5538,1532.7939,1281.639,1021.2912,1167.6558,565.9911,1927.5459,1252.10522727273,1262.5538,565.9911
NEK11,58.0819,53.6984,120.2844,161.6314,126.8437,59.78,77.9387,83.5062,70.0549,57.8635,64.261,161.6314,84.9040090909091,70.0549,53.6984
BAIAP2L2,537.5957,314.367,166.9499,133.6858,500.6737,1356.2889,2178.4497,1489.1079,103.3654,151.3353,1275.3337,2178.4497,746.104818181818,500.6737,103.3654
PTGES2,1399.8199,1442.3898,804.1758,113.2931,814.6717,1391.2004,1234.6678,2474.5851,920.3297,231.454,2818.0919,2818.0919,1240.42538181818,1234.6678,113.2931
DBF4B,216.1189,268.8478,153.2721,46.0725,72.277,137.2549,231.2606,140.0415,75.8929,91.9881,272.3678,272.3678,155.035827272727,140.0415,46.0725
TRABD,827.5552,919.6302,751.8782,149.5468,672.5111,1289.8135,1636.2862,1289.4191,419.2995,161.7211,2683.1438,2683.1438,981.891336363636,827.5552,149.5468
EPC1,440.3422,325.3912,392.2318,301.3595,630.868,362.9842,529.3867,310.6846,648.3516,508.9021,339.5947,648.3516,435.463327272727,392.2318,301.3595
VMP1,1552.0036,2582.8592,2140.5799,22924.4713,3488.4417,1746.5328,2027.6831,1821.0581,4615.728,10586.0534,2661.8883,22924.4713,5104.29994545455,2582.8592,1552.0036
MND1,142.2783,190.256,92.9288,30.9668,97.6457,81.3008,88.1601,195.0207,108.5165,188.4273,193.7716,195.0207,128.115690909091,108.5165,30.9668
MT4,93.2013,0,0,0,0,0,0,0,0,0,0,93.2013,8.47284545454546,0,0
KIF2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PNMA6A,26.1144,6.7568,20.1145,20.3927,199.1207,480.6313,21.2947,9.3361,1.0302,0,5.4375,480.6313,71.8389909090909,20.1145,0
SLC22A16,5.403,0.3556,39.022,4.5317,0.4787,1.4347,0.8518,0,0,0,0.9886,39.022,4.82419090909091,0.8518,0
ZNF551,152.6339,172.4751,93.3311,302.1148,286.0781,93.7351,296.8484,183.0913,480.7624,419.8813,87.9881,480.7624,233.539963636364,183.0913,87.9881
EXOC3L4,31.9676,53.6984,8.0458,10.574,67.0118,76.5184,132.879,63.278,45.6731,41.543,218.9817,218.9817,68.1973454545454,53.6984,8.0458
FOXP2,101.3057,6.0455,12.8732,139.7281,26.3261,10.043,23.4242,32.6763,11.6758,10.3858,0.4943,139.7281,34.0889090909091,12.8732,0.4943
MUC16,1.3507,33.0725,0,73.2628,0,0.9565,348.8075,31.639,7.2115,34.1246,1.9773,348.8075,48.4002181818182,7.2115,0
FNIP1,466.9068,555.4765,856.4733,2979.4713,1532.1764,379.7226,513.2027,478.7344,1957.761,2722.5519,423.134,2979.4713,1169.60099090909,555.4765,379.7226
PHF21B,9.005,0,0,2.2659,0,2.3912,1.2777,0.5187,0,0,0,9.005,1.40531818181818,0,0
MED8,630.3467,814.0114,710.0401,457.7039,808.9279,962.219,614.9915,803.9419,751.0302,296.7359,652.9906,962.219,682.085372727273,710.0401,296.7359
SORCS1,76.5421,0.7112,7.6435,15.1057,3.8292,2.3912,17.4617,47.1992,0,5.9347,0.9886,76.5421,16.1642818181818,5.9347,0
GBP5,722.1972,472.973,980.7806,2733.3837,1369.4335,916.7862,15955.2811,349.0664,2692.6511,4155.7864,1611.4681,15955.2811,2905.43702727273,1369.4335,349.0664
SLC5A11,0.4502,0.3556,0,0,0,0,77.0869,0,0,0,0,77.0869,7.08115454545454,0,0
RASGRP4,35.1193,30.9388,277.5794,120.8459,27.2834,74.6055,145.23,15.0415,7.2115,37.092,24.2215,277.5794,72.2880727272727,35.1193,7.2115
RNASE8,0,0,0.4023,0,0,0,0,0,0,0,0,0.4023,0.036572727272727,0,0
VSTM2L,29.7163,15.2916,26.9534,83.0816,184.761,334.2898,9.7956,14.5228,0,2.9674,2.4716,334.2898,63.9864636363636,15.2916,0
RTP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C6orf141,24.3134,64.367,0.8046,1.5106,0.9573,1.913,48.9779,27.4896,87.5687,47.4777,68.7098,87.5687,34.0081454545455,27.4896,0.8046
OR1L8,0,0,0.4023,22.6586,0,0.4782,0,0,0,1.4837,0.4943,22.6586,2.31973636363636,0,0
OR1N2,0,0.3556,0,0.7553,0,0,0,0,0,0,0,0.7553,0.100990909090909,0,0
SPANXN3,0,0,0,3.7764,0,0,0,0,0,2.9674,0,3.7764,0.613072727272727,0,0
PNCK,55.8307,0.3556,0.4023,6.7976,2.3933,11.956,11.925,36.8257,0,0,0.4943,55.8307,11.5436818181818,2.3933,0
TMEM86A,134.0657,196.3016,275.1657,211.4804,162.7237,242.4534,302.3637,77.8008,99.2445,152.8042,176.4459,302.3637,184.622690909091,176.4459,77.8008
TMED6,23.8631,16.7141,13.2755,12.8399,31.1126,41.6069,9.7956,115.1452,56.3187,34.1246,70.6871,115.1452,38.6803,31.1126,9.7956
PPM1N,16.6592,36.2731,27.3557,30.9668,20.5822,22.9555,72.8279,64.834,5.1511,25.2226,20.7612,72.8279,31.2353909090909,25.2226,5.1511
ZNF98,2.2512,0.3556,7.2412,12.8399,3.3506,1.4347,1.2777,1.0373,2.0604,7.4184,0,12.8399,3.56972727272727,2.0604,0
SLC35F3,4.0522,0.3556,0.8046,17.3716,17.2316,11.956,9.3697,0,1.0302,1.4837,0,17.3716,5.78683636363636,1.4837,0
SIK1,535.3444,1044.4523,1622.4316,4828.5498,1415.8631,1589.67,2003.4072,1342.3237,115.728,624.6291,294.1176,4828.5498,1401.50152727273,1342.3237,115.728
DAB2IP,1986.4926,1353.8407,1851.7364,351.9637,1372.3055,1900.5261,4253.4072,2635.8921,331.7308,281.8991,852.1997,4253.4072,1561.09035454545,1372.3055,281.8991
CSAG1,0,0.3556,0.4023,0,0,0,99.6593,0.5187,0,0,0,99.6593,9.17599090909091,0,0
DDX53,0,0,0,0,0,0,18.7394,0,0,1.4837,0,18.7394,1.83846363636364,0,0
ZNF596,55.3805,36.6287,80.0555,92.145,64.1398,32.0421,65.5877,77.8008,105.4258,87.5371,54.3747,105.4258,68.2834272727273,65.5877,32.0421
TMEM252,0,0,0,0.7553,0,0.3252,2.6789,0,1.954,0.638,5.7044,5.7044,1.09598181818182,0.3252,0
FAM170B,0.4502,0,0.4023,0,0,0,0.4259,0,0,2.9674,0.4943,2.9674,0.430918181818182,0,0
SPNS3,13.5074,85.3485,29.3671,0,33.9845,65.0407,44.7189,334.5436,1.0302,4.451,11.3693,334.5436,56.6692,29.3671,0
FOLH1,0,0,0,35.4985,0,0,3.4072,0,9.9588,0,3.4602,35.4985,4.75679090909091,0,0
THSD7A,54.9302,9.2461,436.8859,146.5257,145.0326,48.3022,61.7547,16.0788,33.9973,50.4451,4.9432,436.8859,91.6492545454545,50.4451,4.9432
KCTD20,1847.3661,1004.2674,2447.5264,4491.6918,2875.7626,1488.7614,1591.9932,1076.2448,2326.5797,2902.0772,809.6886,4491.6918,2078.35992727273,1847.3661,809.6886
DEFB121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR10A4,0,0,0,3.0211,0.9573,0,0,0,3.4341,1.4837,0,3.4341,0.808745454545455,0,0
VSTM1,0.9005,1.4225,28.9648,6.7976,0.9573,3.8259,1.2777,0,0,1.4837,10.3806,28.9648,5.09187272727273,1.4225,0
SLC36A3,0.4502,0.7112,0,0,0,0,0,0,0,1.4837,0,1.4837,0.240463636363636,0,0
LINGO4,3.602,0.7112,208.3857,0,4.3079,5.7389,5.9625,3.112,0.3434,0,0,208.3857,21.1057818181818,3.112,0
OR6F1,0,0,0,0,0,0.4782,0,0,0,0,0,0.4782,0.043472727272727,0,0
IGFL1,1.3507,0.3556,0,0,0,0,0,9.3361,0,0,0,9.3361,1.00385454545455,0,0
SPATA21,0,0.3556,0,0,0,0,19.4634,0,0,0,0,19.4634,1.80172727272727,0,0
VWC2,0.9005,0.3556,0,0,0,0,0.4259,0.5187,0,0,0,0.9005,0.200063636363636,0,0
CSAG1,0.4502,0.3556,0,0,0,0,8.4966,0,0,0,0,8.4966,0.845672727272727,0,0
OR2T33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACBD7,92.3008,135.4908,12.471,94.4109,76.1062,49.2587,97.9557,9.8548,254.1209,271.5134,114.1869,271.5134,109.788190909091,94.4109,9.8548
TRIM72,9.9054,1.0669,0,30.9668,263.2606,204.2085,0.4259,0.5187,0,0,1.9773,263.2606,46.5754636363636,1.0669,0
KRTAP2-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSAG1,0,0,0,0,0,0,3.4284,0,0,0,0,3.4284,0.311672727272727,0,0
C12orf73,113.9127,134.4239,67.9868,96.6767,30.634,75.5619,89.4378,133.8174,142.1703,176.5579,187.3455,187.3455,113.502263636364,113.9127,30.634
GAGE12J,0,0,0,0,0,0,810.9029,0,0,0,0,810.9029,73.7184454545455,0,0
GAGE12J,0,0,0,0,0,0,8.1261,0,0,0,0,8.1261,0.738736363636364,0,0
GAGE12J,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAGE12J,0,0,0,0,0,0,4.2589,0,0,0,0,4.2589,0.387172727272727,0,0
