Gene,TCGA-18-3409-01A-01R-0980-07,TCGA-90-A4ED-01A-31R-A24Z-07,TCGA-21-1079-01A-01R-0692-07,TCGA-55-8506-01A-11R-2403-07,TCGA-05-4382-01A-01R-1206-07,TCGA-L9-A7SV-01A-11R-A39D-07,TCGA-MN-A4N4-01A-12R-A24X-07,TCGA-86-A4JF-01A-11R-A24X-07,TCGA-55-7994-01A-11R-2187-07,TCGA-49-AARE-01A-11R-A41B-07,MAX,AVG,MED,MIN
SLC7A3,248.7179,94.4837,0.4274,0,1.6751,0.3772,0.4805,0,0,0.4552,248.7179,34.6617,0.4413,0
LINGO1,814.8718,1602.7654,148.7338,51.2387,77.0559,51.3014,123.9602,47.8371,13.2977,44.6063,1602.7654,297.56683,64.17865,13.2977
ATAD1,1251.2821,949.4455,1166.7913,913.2883,1097.6881,1081.4787,969.5805,612.1382,829.5215,634.5016,1251.2821,950.57158,959.513,612.1382
FIZ1,279.4872,569.2064,358.5853,410.473,284.054,441.3429,421.3687,497.4177,210.5465,644.9704,644.9704,411.74521,415.92085,210.5465
COL27A1,445.1282,43439.4354,668.8749,107.545,324.7357,604.3003,197.952,218.8106,160.5219,275.3755,43439.4354,4644.26795,300.0556,107.545
FAM181A,3.5897,0,10.2575,1.1261,0.2393,1.5089,0,0,0.6332,3.1862,10.2575,2.05409,0.87965,0
TDRD12,3.5897,392.0611,0.4274,0,0.4786,3.3949,335.5527,0,0,33.6595,392.0611,76.91639,1.93675,0
DPH7,212.3077,856.1141,295.3307,288.2883,368.0498,714.0702,347.8574,296.7674,226.6937,722.8038,856.1141,432.82831,322.3124,212.3077
KCNG4,5.641,20.7403,0,0,0,0,0,0,0,0,20.7403,2.63813,0,0
ABCC12,6.6667,619.9049,0,2.2523,0,1.1316,0,0,0.9498,0.4552,619.9049,63.13605,0.7025,0
SAT2,726.1538,722.4543,532.1081,482.545,607.5932,566.9559,544.8485,369.852,119.3624,891.2153,891.2153,556.30885,555.9022,119.3624
KRT71,2.5641,4.0328,0,0.5631,0.2393,0.7544,0,0,0,0,4.0328,0.81537,0.11965,0
KIF12,612.8205,13458.7354,4.7014,66.4414,51.2111,314.221,15.8554,27.905,150.707,14.1102,13458.7354,1471.67084,58.82625,4.7014
PNMA5,0.5128,1.7284,0.8548,0,381.4508,4.9038,6277.7694,0.4429,3.1661,5.462,6277.7694,667.6291,2.44725,0
RBP7,70.2564,108.8866,4.7014,14.0766,76.0987,36.59,107.1439,86.8156,7.2821,26.3996,108.8866,53.82509,53.4232,4.7014
MUCL1,0,6.3373,15.8137,0,2.1537,0,637.098,3.5435,0.3166,0.4552,637.098,66.5718,1.30445,0
LYZL2,0,0,0,0,0,0,0,0,0,38.6891,38.6891,3.86891,0,0
TMEM132D,12.3077,0.5761,0,1.6892,0,0,0,69.541,0,0.4552,69.541,8.45692,0.2276,0
LEO1,425.1282,267.3196,845.8169,382.8829,384.3225,343.2667,313.2639,511.1487,416.6604,466.0901,845.8169,435.58999,400.49145,267.3196
ZPBP2,0,1.7284,0,0,5.2647,1.1316,31.7108,0,0.3166,1.8207,31.7108,4.19728,0.7241,0
CYB5D2,255.3846,410.7734,292.7663,270.2703,297.2158,686.9106,221.9753,249.3732,193.1329,397.36,686.9106,327.51624,281.5183,193.1329
TCHHL1,1.5385,8.6418,32.9095,0,2.8716,0,47.5661,0,0.3166,1.3655,47.5661,9.52096,1.452,0
TDRD10,6.1538,8.0657,1.2822,27.027,102.6615,99.9623,235.4284,51.3806,3.7993,8.6482,235.4284,54.4409,17.8376,1.2822
OR9A4,1.0256,1.1522,0,0,0.2393,0,41.8005,0,0,0.4552,41.8005,4.46728,0.11965,0
ZPLD1,9.7436,0,1.2822,5.6306,66.2872,3.0177,9.6093,1.3288,1100.8573,0,1100.8573,119.77567,4.32415,0
C5orf58,1.5385,5.1851,0.8548,7.8829,12.6831,55.828,0.4805,7.087,17.7302,2.731,55.828,11.20011,6.13605,0.4805
IRAK1BP1,74.1077,77.3729,26.4986,10.2196,55.4851,25.5451,39.0042,38.7437,50.4837,49.8908,77.3729,44.73514,44.4475,10.2196
TAAR9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PXDNL,29.2308,23.0448,54.2793,13.5135,19.1443,6.7899,30.7498,13.2881,7.2821,2.731,54.2793,20.00536,16.3289,2.731
DCAF4L2,0,1.1522,0,0,1.6751,1.8861,1164.1692,0,0,0.4552,1164.1692,116.93378,0.2276,0
RNF113B,0,1.1522,0,0.5631,0.2393,0,53.3317,0.8859,0,0.4552,53.3317,5.66274,0.34725,0
ASB11,0,0,0,0,0.2393,0,0,0,0,0,0.2393,0.02393,0,0
PSMA8,0.5128,0,0,0,1.1965,68.2761,0.9609,0.8859,3.1661,0.4552,68.2761,7.54535,0.69935,0
FAM216B,107.6923,7.4896,0.4274,26.464,1.1965,7.9215,0,9.7446,6.6488,80.1092,107.6923,24.76939,7.70555,0
ZNF565,63.0769,49.5463,39.7478,51.8018,99.0719,135.0434,83.6011,51.8236,37.6767,170.6873,170.6873,78.20768,57.45025,37.6767
DCST1,0,0.6395,0.4573,2.9448,1.4717,81.5654,3.4449,1.9401,1.7319,9.6222,81.5654,10.38178,1.836,0
SIK1,1238.4615,1284.1711,2680.2009,1331.6441,1655.2668,9705.7714,2066.965,1936.0754,698.4444,1219.3901,9705.7714,2381.63907,1493.45545,698.4444
TDRP,1876.4103,1493.3026,295.7581,369.3694,407.7743,723.8778,315.6662,708.6984,515.4431,878.0155,1876.4103,758.43157,612.07075,295.7581
TBC1D21,5.1282,0,0,0,0,0,0,0,0,0,5.1282,0.51282,0,0
ADAD2,40.0359,437.7474,2.684,0,0.7179,1.1316,1385.7986,3.5435,0,2.6582,1385.7986,187.43171,2.6711,0
CCDC116,1.5385,6.3373,10.2575,2.8153,3.8289,1.1316,98.4955,1.3288,2.8495,25.4893,98.4955,15.40722,3.3392,1.1316
TRIM60,0,0,0,0,0,24.1418,0,0,0,0,24.1418,2.41418,0,0
IDO2,0.5128,1.1522,0.8548,0.5631,3.111,3.0177,0.4805,2.6576,54.4571,13.655,54.4571,8.04618,1.9049,0.4805
FAM47B,0,0.5761,0,0,7.4184,0,0,0,0,0,7.4184,0.79945,0,0
NLRP7,37.9487,56.4597,49.5779,5.0676,39.9638,17.3519,136.9328,4.8723,3.4827,3.1862,136.9328,35.48436,27.6503,3.1862
FAM76A,367.6923,209.7076,138.0489,221.2838,230.2106,360.9959,241.194,122.2505,229.5432,186.1629,367.6923,230.70897,225.4135,122.2505
OR4C6,0,0.5761,0,0,2.1537,0,0.4805,0,333.3916,0,333.3916,33.66019,0,0
STOX1,31.7949,228.7196,2.9918,25.9009,66.0479,132.0257,24.0233,31.4485,1.8997,121.0742,228.7196,66.59265,31.6217,1.8997
GDPD4,1.0256,0,1.7096,12.9505,98.5933,3.0177,0.9609,1.3288,6.9654,0.4552,98.5933,12.7007,1.5192,0
DEFB108B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MORN5,6.1538,0,0,6.1937,1.6751,3.0177,0,0.4429,0.9498,65.5439,65.5439,8.39769,1.31245,0
ANKK1,8.2051,11.5224,10.6849,30.9685,9.8115,49.0381,24.9842,4.4294,28.8116,24.1238,49.0381,20.25795,17.8231,4.4294
IZUMO1,0,1.1522,0,0,0.4786,40.7393,0.4805,0.8859,0.6332,1.8207,40.7393,4.61904,0.55685,0
IFNE,4.1026,0,18.8054,0,0.2393,0,7.207,0,2.2163,16.8411,18.8054,4.94117,1.2278,0
ESPNL,14.359,8.6418,14.1041,2.8153,44.5106,22.2558,107.6244,12.8452,5.699,20.0273,107.6244,25.28825,14.23155,2.8153
STAC2,2626.1538,10942.8201,2.9918,22.5225,7.1791,0.3772,4.8047,4.4294,1.2664,7.7378,10942.8201,1362.02828,5.9919,0.3772
IRGM,1.0256,13.8269,4.7014,1.1261,0.4786,0,5.2851,1.3288,0,1.3655,13.8269,2.9138,1.22745,0
ACSM2B,0,0,0,0,0,14.3342,0,0,0,0,14.3342,1.43342,0,0
DPPA3,0,0.5761,0,1.1261,0,0.3772,0,0,0,0,1.1261,0.20794,0,0
EFCAB5,2.0513,0,0.8548,1.1261,1.9144,14.3342,2.4023,0.8859,2.8495,3.1862,14.3342,2.96047,1.98285,0
C1QTNF9B,2.5744,3.0534,0.8291,2.0383,2.1154,4.2701,283.9939,1.1561,0.706,4.538,283.9939,30.52747,2.3449,0.706
ARL5C,0.5128,3.4567,0,0,0,0,0,0.4429,0,0.4552,3.4567,0.48676,0,0
NOMO3,1363.5897,1213.3084,878.299,1956.0811,2446.167,877.4048,3123.9903,2176.147,1506.4363,1192.5353,3123.9903,1673.39589,1435.013,877.4048
CT45A1,0,864.1797,0,0,0,0,0,0,0,184.3423,864.1797,104.8522,0,0
CT45A1,1.0256,902.2037,0,0,31.1095,0,0,0,0,173.8735,902.2037,110.82123,0,0
C8orf58,324.1026,214.3166,341.9169,131.1937,284.054,132.0257,268.1001,102.7613,144.6913,312.6991,341.9169,225.58613,241.20835,102.7613
FAM25C,0,0,34.6191,0,0.4786,0,2.8828,0,0,0,34.6191,3.79805,0,0
GAGE10,0,0,0,0,0,17.3519,0,0,0,0,17.3519,1.73519,0,0
PIRT,178.9744,19.5881,0,0,0.4786,0,0,0,0,0.9103,178.9744,19.99514,0,0
GAGE13,0,0,0,0,0,112.5424,0,0,0,0,112.5424,11.25424,0,0
CFC1B,1.0256,35.1433,0,0,0,0,0,0,0,0.4552,35.1433,3.66241,0,0
IQCJ,0,0,0,0,0.2393,0,0.9609,0,0,0,0.9609,0.12002,0,0
CT45A1,0,37.4478,0,0,7.897,0,0,0,0,5.0068,37.4478,5.03516,0,0
GAGE2A,0,1.302,0,9.009,0,6278.9966,0,0,0,0,6278.9966,628.93076,0,0
GAGE2E,0,0,0,0,0,495.1905,0,0,0,0,495.1905,49.51905,0,0
SPON2,433.3333,2019.3,17.0958,12.3874,73.2271,60.3546,121.5579,21.7039,14.8807,40.0546,2019.3,281.38953,50.2046,12.3874
