Gene,TCGA-C8-A8HP-01A-11R-A36F-07,TCGA-E9-A5FL-01A-11R-A27Q-07,TCGA-BH-A0WA-01A-11R-A109-07,TCGA-AR-A5QQ-01A-11R-A28M-07,TCGA-A2-A4S1-01A-21R-A266-07,TCGA-AR-A2LR-01A-12R-A18M-07,TCGA-A7-A26G-01A-21R-A169-07,TCGA-BH-A0DL-11A-13R-A115-07,TCGA-BH-A0DL-01A-11R-A115-07,MAX,AVG,MED,MIN
ZNF503,327.3097,608.5271,151.1617,397.4168,825.9508,406.8623,92.8165,520.6994,536.6337,825.9508,429.7086667,406.8623,92.8165
TMEM25,820.2947,246.124,386.5504,303.5271,54.4542,253.4393,795.9221,707.6244,619.5182,820.2947,465.2727111,386.5504,54.4542
C1orf198,2776.2418,1459.3023,4455.9345,779.9305,1865.0557,2416.8979,4101.4493,2374.6062,1969.7344,4455.9345,2466.572511,2374.6062,779.9305
ZSCAN10,0.6076,2.584,0,0.9935,0,0,0,0,0,2.584,0.465011111,0,0
TMEM209,576.6368,116.2791,1184.9652,432.1908,320.7692,1038.0329,1242.4818,548.2042,871.5256,1242.4818,703.4539556,576.6368,116.2791
ATCAY,0,0.646,0.3421,1.9871,0.8508,80.1101,0.8214,1.5753,0,80.1101,9.592533333,0.8214,0
TUBGCP6,890.1717,381.7829,406.7332,627.9185,1255.8496,620.4893,447.1073,1121.298,395.9234,1255.8496,683.0304333,620.4893,381.7829
FAM207A,140.3615,333.9793,265.112,694.9826,530.9283,240.8159,35.5934,114.3667,147.0043,694.9826,278.1271111,240.8159,35.5934
MAATS1,107.5497,68.4755,13.6832,1.9871,3.4034,175.2712,8.2139,168.557,3.706,175.2712,61.20522222,13.6832,1.9871
TPD52L3,0,0,0,0,0,0,0,0,0,0,0,0,0
RHOT2,3246.5441,2167.9587,542.881,1616.9896,3577.8099,673.4105,354.8383,891.9345,1335.7011,3577.8099,1600.896411,1335.7011,354.8383
SYS1,483.5546,885.1873,888.1527,999.7765,909.053,579.1379,1100.697,968.9572,670.2131,1100.697,831.6365889,888.1527,483.5546
ZSWIM1,198.6936,361.7571,236.3773,211.1277,229.7286,231.5911,315.1381,235.3497,311.3033,361.7571,259.0073889,235.3497,198.6936
MLIP,3.6458,3.876,14.3674,0,2.5525,4.3696,2.1904,2.2054,25.0154,25.0154,6.469166667,3.6458,0
CDKN2AIPNL,373.6898,332.6873,291.4522,532.0417,460.308,542.8067,310.4835,227.1582,287.832,542.8067,373.1621556,332.6873,227.1582
CENPL,184.1106,229.9742,357.1316,210.6309,96.1457,405.4057,419.2596,98.2987,338.4805,419.2596,259.9375,229.9742,96.1457
NDUFAF2,181.0725,624.031,70.4685,292.1013,327.5759,237.9028,90.0786,159.1052,185.9172,624.031,240.917,185.9172,70.4685
ARRDC4,377.3356,532.9457,490.8848,454.0487,274.8234,399.5795,1645.7818,1065.5325,976.2199,1645.7818,690.7946556,490.8848,274.8234
UBTD2,540.7869,1041.3437,926.6948,738.2017,898.494,1062.7942,1228.2444,967.5488,1206.609,1228.2444,956.7463889,967.5488,540.7869
ZNF461,77.7761,74.2894,81.7571,27.8192,77.427,174.3002,130.0526,155.9546,58.987,174.3002,95.37368889,77.7761,27.8192
NAF1,97.2201,83.3333,157.0147,196.2245,123.3728,295.6792,196.0372,213.2955,202.2854,295.6792,173.8291889,196.0372,83.3333
TMEM169,14.583,2.584,34.5501,14.4064,129.3287,40.2978,44.081,29.9307,21.9271,129.3287,36.85431111,29.9307,2.584
TMEM183A,1632.0826,1107.8811,1482.2328,1134.6249,1061.0057,1525.4908,1408.1277,837.4291,1821.4947,1821.4947,1334.485489,1408.1277,837.4291
OLFM2,260.0638,1100.1292,136.832,166.4183,763.2094,1424.018,383.5868,287.0195,701.9765,1424.018,580.3615,383.5868,136.832
SP140L,339.6628,860.4651,205.248,697.4665,786.1823,70.3998,288.5799,452.3756,683.1377,860.4651,487.0575222,452.3756,70.3998
FOXP2,2.4305,16.1499,25.9981,0.4968,0,124.2921,45.7238,59.2313,0.3088,124.2921,30.51458889,16.1499,0
LIMS3,3.3662,13.5659,9.7014,13.0253,9.3593,6.8749,5.5334,9.7101,2.4707,13.5659,8.178577778,9.3593,2.4707
PRRT2,252.7723,20.0258,87.9146,10.4322,238.237,32.5296,14.5111,73.0939,58.6782,252.7723,87.57718889,58.6782,10.4322
RWDD2A,105.7269,34.2377,116.9914,61.1028,102.9524,85.9363,101.0304,104.5999,44.7807,116.9914,84.15094444,101.0304,34.2377
TUBA3E,1.8229,0.646,0.3421,0,0,0.4855,1.0952,0.9452,0,1.8229,0.592988889,0.4855,0
CDCA5,595.4732,698.3204,1088.8408,1805.7625,262.0608,1562.8755,1259.4571,73.0939,949.3515,1805.7625,921.6928556,949.3515,73.0939
SMIM12,684.1865,707.3643,668.4244,1080.4769,1377.5206,992.8799,401.6573,573.0939,1072.2668,1377.5206,839.7634,707.3643,401.6573
HENMT1,730.9737,394.0568,593.1668,329.8559,470.5182,923.9367,482.9744,192.1865,945.6455,945.6455,562.5905,482.9744,192.1865
SIGLEC11,19.444,1.292,2.3946,4.4709,68.0677,2.4276,7.9401,21.7391,15.4416,68.0677,15.91306667,7.9401,1.292
CARD16,187.1487,591.7313,80.3888,401.391,438.186,52.9212,98.2924,227.7883,501.5442,591.7313,286.5991,227.7883,52.9212
XKR4,1.2153,4.522,0.3421,0.4968,0,0,2.4642,1.8904,0,4.522,1.214533333,0.4968,0
OSBPL1A,355.461,345.6072,3613.7335,441.1326,390.5386,854.5079,1705.7429,2223.0624,747.3749,3613.7335,1186.351222,747.3749,345.6072
OSBPL9,1153.2736,1671.8346,2127.7378,1180.8246,932.5279,2067.812,1799.107,2446.1248,2585.2378,2585.2378,1773.831122,1799.107,932.5279
SLC25A26,284.1683,395.2326,380.0988,534.8783,303.9649,289.5034,365.5492,409.31,190.7566,534.8783,350.3846778,365.5492,190.7566
HSPA12B,201.7317,251.292,152.5677,126.1798,352.2505,189.8367,111.7084,440.7687,53.428,440.7687,208.8626111,189.8367,53.428
AGAP3,1915.8438,2069.1214,905.4859,2251.8629,2647.8346,1659.4932,436.9768,1296.4713,1260.9636,2647.8346,1604.894833,1659.4932,436.9768
SH2D1B,6.0763,4.522,1.0262,5.4645,9.3593,5.8262,11.4994,12.9175,1.853,12.9175,6.504933333,5.8262,1.0262
BTBD16,0,18.0879,0,0.4968,2.5525,0,1.9166,1.5753,0,18.0879,2.736566667,0.4968,0
FRA10AC1,166.4894,490.9561,213.8,260.308,235.6845,176.7278,252.439,458.7272,228.2273,490.9561,275.9288111,235.6845,166.4894
AK7,9.722,10.9819,22.9194,5.9613,1.7017,25.2468,3.2855,31.821,3.0883,31.821,12.74754444,9.722,1.7017
SOCS4,465.4413,620.801,688.265,327.8689,403.3013,610.7789,518.294,749.2124,795.8616,795.8616,575.5360444,610.7789,327.8689
ISCA2,342.0933,725.4522,146.4103,454.0487,218.6676,143.7127,118.5532,256.4587,361.3342,725.4522,307.4145444,256.4587,118.5532
ZC3H18,2258.5447,1515.5039,1052.5803,1148.5345,882.3279,1182.2311,529.5196,794.2659,997.5293,2258.5447,1151.226356,1052.5803,529.5196
TTC39C,326.295,205.4264,337.2909,377.0492,219.5184,254.4103,429.0368,454.9464,737.4923,737.4923,371.2739667,337.2909,205.4264
IZUMO2,0,0,0,0,0,0,0,0,0,0,0,0,0
GABPB2,81.4218,189.2765,86.5462,120.2186,62.9626,162.1623,85.1502,131.38,335.3922,335.3922,139.3900444,120.2186,62.9626
WDR63,2.4305,3.876,2.3946,2.4839,0,6.7972,6.5711,14.1777,3.3972,14.1777,4.680911111,3.3972,0
UHMK1,79.599,56.8475,816.8871,72.0318,25.5254,906.4581,1911.9106,742.9112,731.3156,1911.9106,593.7207,731.3156,25.5254
VSTM2L,214.4919,101.4212,5.8154,15.3999,121.6711,223.3373,14.2373,26.465,54.3545,223.3373,86.35484444,54.3545,5.8154
ANKRD54,492.1768,567.8295,357.1316,531.545,334.3827,436.4787,283.3778,344.9905,441.6306,567.8295,421.0603556,436.4787,283.3778
TMEM182,76.5608,36.1757,162.1459,55.6384,91.8914,91.277,243.13,115.3119,154.4163,243.13,114.0608222,91.8914,36.1757
CCDC148,7.2915,4.522,17.104,1.9871,0,8.7393,35.0458,20.794,10.8091,35.0458,11.81031111,8.7393,0
CHCHD4,235.1511,342.3773,154.6202,464.4809,211.01,243.2434,232.1782,216.1311,219.8888,464.4809,257.6756667,232.1782,154.6202
UBLCP1,471.5175,773.2558,594.193,1063.5867,1125.67,898.6898,861.3591,809.7038,901.4824,1125.67,833.2731222,861.3591,471.5175
ACOT12,0,1.292,0.3421,0,0,0.4855,0,2.2054,0,2.2054,0.480555556,0,0
CD109,157.3751,828.8114,1870.8357,4055.6384,3049.4342,3116.4777,1189.3655,1431.6257,2547.2452,4055.6384,2027.423211,1870.8357,157.3751
TRIM40,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIM50,3.6458,6.4599,11.6307,1.9871,11.9119,2.9131,3.5593,4.7259,0.6177,11.9119,5.272377778,3.6458,0.6177
TMEM68,218.1376,510.9819,510.7255,312.469,195.6947,390.8403,835.6224,295.2111,854.8487,854.8487,458.2812444,390.8403,195.6947
MYL6B,325.0798,656.9767,434.7837,832.5882,914.6601,969.0896,213.0125,444.5495,493.2057,969.0896,587.1050889,493.2057,213.0125
CTCFL,9.6005,11.2274,39.435,7.4267,9.3423,18.7069,10.0976,15.7309,14.6757,39.435,15.13811111,11.2274,7.4267
SOGA1,310.4967,480.6202,597.6138,234.4759,237.3862,975.8869,529.5196,548.5192,369.6726,975.8869,476.0212333,480.6202,234.4759
RIMS4,20.0516,65.8915,19.1565,2.9806,19.5695,535.524,13.1422,37.8072,3.3972,535.524,79.72447778,19.5695,2.9806
MUC15,72.3075,72.9974,168.9875,33.7804,1153.748,75.255,62.4253,270.3214,737.4923,1153.748,294.1460889,75.255,33.7804
TTC36,67.4465,0,0.3421,1.9871,0,0.4855,0.2738,16.3831,0.3088,67.4465,9.691877778,0.3421,0
CPNE8,67.4465,145.9948,545.9597,361.6493,327.5759,628.2575,669.4288,336.4839,554.6634,669.4288,404.1622,361.6493,67.4465
HAPLN3,705.4534,385.6589,3065.7213,878.2911,644.0909,761.2889,897.7738,783.8689,518.53,3065.7213,960.0752444,761.2889,385.6589
ZFP90,609.4486,479.9742,566.8266,386.9846,110.6101,938.9877,830.4203,969.4392,1125.386,1125.386,668.6752556,609.4486,110.6101
SLFN13,506.1522,627.907,914.3799,533.0353,84.2338,80.1101,228.0712,657.845,94.5028,914.3799,414.0263667,506.1522,80.1101
DPY19L3,202.3394,52.3256,400.2336,60.1093,149.749,1262.8267,603.9918,519.8488,145.4602,1262.8267,377.4316,202.3394,52.3256
ZNRF4,0,0,0,0,0,0,0,0,0,0,0,0,0
UBE2U,0,0.646,0,0,0,0,8.7614,0,0.3088,8.7614,1.079577778,0,0
HSCB,200.5165,243.5401,140.937,245.9016,182.932,221.8807,123.7553,188.7209,207.8443,245.9016,195.1142667,200.5165,123.7553
UPP2,0,0,1.0262,0.4968,0,1.4565,2.4642,1.2602,0.6177,2.4642,0.813511111,0.6177,0
FAM81B,0.6076,10.9819,0,0.4968,0,0,2.1904,4.4108,0.3088,10.9819,2.1107,0.4968,0
MBOAT1,141.5768,164.7287,2599.4662,239.4436,196.5456,861.3051,705.5697,672.0227,512.971,2599.4662,677.0699333,512.971,141.5768
AMOTL1,311.1044,1203.4884,1677.5605,1668.157,856.8025,4136.595,2111.7809,3312.5394,1297.4058,4136.595,1841.714878,1668.157,311.1044
CLVS1,16.9406,147.4806,1.4709,7.7596,7.011,4.5833,15.0423,10.5104,14.3391,147.4806,25.01531111,10.5104,1.4709
C12orf50,0,5.168,0,0,0,0,0,0,0,5.168,0.574222222,0,0
CCDC60,0,317.8295,0,0,0,0,12.047,0,0.3088,317.8295,36.68725556,0,0
GPR180,317.7882,510.3359,680.3972,342.772,247.5964,804.0142,810.707,463.138,252.0074,810.707,492.0840333,463.138,247.5964
ADAL,124.5633,109.8191,82.4413,156.9796,379.4776,106.328,93.6379,170.1323,235.9481,379.4776,162.1474667,124.5633,82.4413
RHBDL3,4320.8264,9.0439,14.0253,21.8579,28.9288,119.4369,5.4759,82.2306,5.559,4320.8264,511.9316333,21.8579,5.4759
ZNF600,229.6825,441.2145,156.6727,81.9672,117.4168,102.4438,168.6577,217.7064,219.2712,441.2145,192.7814222,168.6577,81.9672
SYNE4,419.2617,567.1835,123.4909,19.3741,2.5525,364.6224,97.1972,110.586,17.6035,567.1835,191.3190889,110.586,2.5525
SPRR4,0,1.938,0,25.3353,0,0,0,0,42.0012,42.0012,7.697166667,0,0
MMAA,105.7269,146.6408,246.6397,166.4183,130.1795,271.4034,375.9206,344.9905,266.8314,375.9206,228.3056778,246.6397,105.7269
DACT2,9.1144,91.7313,5.4733,5.4645,0,68.4577,0.2738,83.8059,19.4565,91.7313,31.53082222,9.1144,0
GPHA2,0,0,0,0,0,4.8552,0.8214,0,0,4.8552,0.630733333,0,0
PPP1R18,2355.1572,1651.1628,1940.9621,4360.6557,3696.9284,1182.2311,1660.5667,1525.8349,1654.7251,4360.6557,2225.358222,1660.5667,1182.2311
NLRP6,0,31.6537,0.3421,2.9806,4.2542,0.971,0.5476,5.041,1.5442,31.6537,5.259377778,1.5442,0
ZNF675,172.5657,48.4496,166.9351,99.851,81.6813,316.5563,289.9489,200.6931,207.2267,316.5563,175.9897444,172.5657,48.4496
ZFC3H1,800.2431,539.4057,892.4868,540.9836,376.0742,3373.3641,1111.3339,1251.7328,621.9889,3373.3641,1056.401456,800.2431,376.0742
MLKL,488.5311,394.7028,209.0109,393.4426,530.9283,114.0962,318.9712,289.54,478.6905,530.9283,357.5459556,393.4426,114.0962
NLRP7,58.9397,375.323,16.4198,26.3289,0.8508,11.6524,0.8214,5.9861,8.0296,375.323,56.03907778,11.6524,0.8214
U2AF1L4,255.616,116.2468,106.5477,135.0422,410.4229,172.3144,84.3508,95.3718,118.8295,410.4229,166.0824556,118.8295,84.3508
PRIMPOL,145.6722,88.9406,185.6092,218.4352,247.5708,141.5716,108.8417,227.9584,189.1414,247.5708,172.6379,185.6092,88.9406
TUBB,19148.1088,19395.3488,52075.8699,39742.6726,23817.7487,50968.9683,15897.9073,10716.4461,28414.7622,52075.8699,28908.64808,23817.7487,10716.4461
ADAM32,21.2669,35.5297,31.8134,1.4903,6.8068,90.3059,23.8202,30.5608,1.853,90.3059,27.04966667,23.8202,1.4903
FOLH1,0,0.646,9.5782,0,0,16.9931,0,0,2.1618,16.9931,3.264344444,0,0
FAM171A1,179.2496,815.8915,1280.4056,196.2245,810.006,2312.0265,1194.8414,974.1651,248.6103,2312.0265,890.1578333,815.8915,179.2496
HIST1H2AA,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM200A,128.209,226.7442,253.4813,149.0313,129.3287,207.3153,227.2499,210.46,303.2736,303.2736,203.8992556,210.46,128.209
VWDE,7.8991,23.2558,50.6278,13.4128,2.5525,62.6315,47.3665,120.3529,3.3972,120.3529,36.8329,23.2558,2.5525
ZSCAN23,4.2534,5.168,2.3946,2.9806,0,105.8425,76.115,89.1619,6.4855,105.8425,32.48905556,5.168,0
NKAPL,3.6458,4.522,0.3421,5.9613,9.3593,4.3696,7.6663,27.7253,2.7795,27.7253,7.374577778,4.522,0.3421
ATP6V0D2,12.7601,5.814,12.657,51.1674,47.6474,2.4276,13.1422,8.1916,16.3681,51.1674,18.90837778,12.7601,2.4276
IL27,2.4305,3.23,1.0262,4.4709,8.5085,1.4565,0,0.6301,6.1767,8.5085,3.103266667,2.4305,0
LCLAT1,562.6614,567.1835,413.9168,347.2429,291.8404,473.8635,881.0723,364.2092,575.0463,881.0723,497.4484778,473.8635,291.8404
TTC9C,292.8756,509.0439,353.3687,388.4749,368.4166,272.3744,406.038,275.9924,399.0117,509.0439,362.8440222,368.4166,272.3744
C16orf54,116.6641,25.1938,27.0243,119.7218,525.8232,39.8123,97.7448,94.2029,85.5466,525.8232,125.7482,94.2029,25.1938
CYP4A11,0,0,0,0,0,0.4855,0,0.9452,1.853,1.853,0.364855556,0,0
SLC9A9,116.6641,140.8269,114.2547,143.07,563.2604,110.6976,229.4402,337.4291,421.2477,563.2604,241.8767444,143.07,110.6976
HTR3E,0,1.292,0,0,0,0,0.2738,0,1.2353,1.292,0.311233333,0,0
DPH3,517.6971,585.2713,454.6244,740.6855,422.8708,518.5309,627.812,621.6131,371.8345,740.6855,540.1044,518.5309,371.8345
COX18,522.5581,226.7442,229.1936,244.4113,456.0538,367.05,447.1073,365.7845,295.5528,522.5581,350.4950667,365.7845,226.7442
SH3PXD2B,770.4694,2120.155,2926.1526,1534.0288,6297.9665,3063.1195,3201.4851,2364.8393,2291.8468,6297.9665,2730.007,2364.8393,770.4694
ZNF775,78.9913,41.3437,44.8125,111.2767,93.5931,87.3929,13.9635,68.9981,58.3694,111.2767,66.5268,68.9981,13.9635
H2BFM,0.6076,8.3979,0,0,0,0.4855,0,0,0.6177,8.3979,1.123188889,0,0
DDX51,521.3429,598.8372,274.0061,612.0219,342.8912,627.772,203.4297,533.7114,433.601,627.772,460.8459333,521.3429,203.4297
CCDC144NL,0.6076,82.0413,0,20.3676,1.7017,0.971,0,1.2602,0.3088,82.0413,11.91757778,0.971,0
MSL1,6795.0782,1558.7855,2089.7669,1473.4228,1294.9885,1866.3229,1612.105,1949.5904,2065.4725,6795.0782,2300.614744,1866.3229,1294.9885
NANOS2,0,0.646,0,0,0,0,0.5476,0,0,0.646,0.132622222,0,0
SPOPL,1268.1148,422.4806,890.7764,382.5137,315.6641,472.8924,1073.2764,1283.2388,1127.239,1283.2388,804.0218,890.7764,315.6641
FAM221A,23.6974,26.4858,59.1798,23.3482,36.5864,80.5956,128.9575,91.9975,63.3107,128.9575,59.35098889,59.1798,23.3482
KLHL38,11.5449,9.0439,143.6736,0.4968,0,105.8425,3.2855,8.5066,20.6918,143.6736,33.67617778,9.0439,0
NANOS1,236.3664,124.677,389.6292,101.8381,113.1626,133.5169,420.2753,236.61,249.2279,420.2753,222.8114889,236.3664,101.8381
FAM71F2,9.1144,9.0439,3.4208,0.9935,5.9559,14.5655,16.1539,22.0542,2.7795,22.0542,9.3424,9.0439,0.9935
TUBB8,22.4822,15.5039,7.8678,13.9096,23.8237,10.6813,17.7967,1.8904,4.3237,23.8237,13.14214444,13.9096,1.8904
TUBB2B,329.9408,204.7804,233.9827,66.304,47.2135,1206.5069,50.3783,284.184,6.1767,1206.5069,269.9408111,204.7804,6.1767
GEN1,478.2014,504.522,476.1754,254.3467,379.4776,563.1984,251.07,369.5652,847.4367,847.4367,458.2214889,476.1754,251.07
HCN1,1.2153,0.646,0,0,1.7017,17.9641,4.1069,5.041,0,17.9641,3.408333333,1.2153,0
SLCO4C1,11.5449,7.7519,28.7347,5.4645,5.1051,43.2109,317.876,12.6024,310.3768,317.876,82.51857778,12.6024,5.1051
BPIFB3,0,0,0,0,0,0,630.0023,0,0,630.0023,70.00025556,0,0
HDDC3,272.2163,502.584,211.4055,244.9081,137.8371,155.8506,61.3301,210.46,333.8481,502.584,236.7155333,211.4055,61.3301
ZNF773,159.8056,89.7933,155.3043,27.3224,38.2881,452.5008,186.7282,162.2558,160.9018,452.5008,159.2111444,159.8056,27.3224
MROH7,19.444,23.2558,8.2099,5.4645,144.1164,7.7683,2.1904,70.5734,50.2378,144.1164,36.80672222,19.444,2.1904
KRTAP10-5,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF662,24.9127,27.7778,253.1392,14.9031,15.3152,429.196,183.4427,464.7133,39.8394,464.7133,161.4710444,39.8394,14.9031
PRAMEF17,0,0,0,0,0,0,0,0,0,0,0,0,0
TOMM5,727.2611,2220.2778,1233.7835,1835.5539,804.8498,846.2444,467.3434,625.3529,631.4947,2220.2778,1043.5735,804.8498,467.3434
RFPL4B,3.6458,2.584,1.7104,0.4968,0,0.4855,5.2021,1.2602,0,5.2021,1.709422222,1.2602,0
ARHGEF35,319.0035,260.3359,423.8372,378.0427,120.8202,440.8484,393.7172,651.5438,437.307,651.5438,380.6062111,393.7172,120.8202
RNASE12,0,0,0,0,0,0,0,0,0,0,0,0,0
TUBB8,264.9248,131.7829,6.8416,120.7154,74.0237,91.7625,56.128,78.765,170.1668,264.9248,110.5678556,91.7625,6.8416
CCDC154,62.5854,10.3359,4.7891,3.4774,38.2881,1.4565,0.8214,3.4657,1.2353,62.5854,14.05053333,3.4774,0.8214
MZT2B,1080.3585,1591.0853,329.4231,898.6587,511.3588,622.9168,39.1527,254.2533,342.8042,1591.0853,630.0012667,511.3588,39.1527
DNLZ,344.5238,819.7674,72.863,227.5211,403.3013,99.0452,32.8554,59.2313,75.3552,819.7674,237.1626333,99.0452,32.8554
CCR2,282.546,14.8579,36.9446,133.1346,42.5423,64.0881,227.5237,198.8028,146.0778,282.546,127.3908667,133.1346,14.8579
MEF2B,205.7967,214.3734,13.7003,115.9165,25.5424,16.6386,12.8848,39.3604,27.659,214.3734,74.65245556,27.659,12.8848
