Gene,TCGA-C8-A8HP-01A-11R-A36F-07,TCGA-E9-A5FL-01A-11R-A27Q-07,TCGA-BH-A0WA-01A-11R-A109-07,TCGA-AR-A5QQ-01A-11R-A28M-07,TCGA-A2-A4S1-01A-21R-A266-07,TCGA-AR-A2LR-01A-12R-A18M-07,TCGA-A7-A26G-01A-21R-A169-07,TCGA-BH-A0DL-11A-13R-A115-07,TCGA-BH-A0DL-01A-11R-A115-07,MAX,AVG,MED,MIN
MTIF2,862.2209,1159.5607,1066.2635,604.0735,607.5045,522.9006,1160.8908,710.1449,983.323,1160.8908,852.9869333,862.2209,522.9006
MUTYH,299.3225,425.0646,115.5546,320.0199,322.0114,212.4423,118.0631,154.0391,347.6714,425.0646,257.1321,299.3225,115.5546
MX1,2219.6567,4948.9664,3965.7338,2715.3502,4565.6428,3822.9518,1063.6936,2009.7669,5991.3527,5991.3527,3478.123878,3822.9518,1063.6936
MX2,461.7955,1262.2739,526.8033,502.7322,1125.67,1692.0227,994.6973,574.3541,662.7548,1692.0227,867.0115333,662.7548,461.7955
MYH9,23132.3105,16071.0594,48798.7432,41936.9101,19366.1193,26079.4838,29947.4245,44362.0038,23168.0049,48798.7432,30318.00661,26079.4838,16071.0594
NDUFB10,2830.9281,6203.4884,657.4778,1727.7695,2934.5699,590.3873,547.8638,850.9767,1283.1995,6203.4884,1958.517889,1283.1995,547.8638
NDUFS2,3333.4346,2037.4677,2180.0761,2020.8644,1672.7644,2687.3302,1717.5161,1684.6251,2902.4089,3333.4346,2248.498611,2037.4677,1672.7644
NEDD8,1849.6126,3432.1705,1172.9924,3067.0641,2680.1668,1351.1906,673.8095,1322.9364,2034.8981,3432.1705,1953.871222,1849.6126,673.8095
NEK1,186.5411,142.1189,301.7146,367.6105,418.6165,693.3166,418.3588,637.051,298.0235,693.3166,384.8168333,367.6105,142.1189
NFATC4,484.2777,761.6279,341.738,217.0889,941.8872,855.4789,288.3061,826.7171,224.8301,941.8872,549.1057667,484.2777,217.0889
NHLH2,0,52.3256,0,11.9225,3.4034,84.9653,0.5476,2.2054,0.3088,84.9653,17.29762222,2.2054,0
NMB,72.3075,1937.3385,224.0624,312.469,102.1016,187.4091,109.518,219.9118,163.6813,1937.3385,369.8665778,187.4091,72.3075
NOS3,361.6406,153.2106,274.0266,424.7541,396.4435,372.3858,190.3615,302.4386,136.7449,424.7541,290.2229111,302.4386,136.7449
CNOT4,367.0059,565.2455,602.0609,308.4948,442.4402,489.8855,503.509,661.9408,662.7548,662.7548,511.4819333,503.509,308.4948
NOTCH1,1631.475,1617.5711,2847.8163,1729.2598,1081.426,3112.6421,1440.9831,2033.3963,2851.4515,3112.6421,2038.4468,1729.2598,1081.426
NOVA2,27.9508,56.2016,29.0768,28.8127,94.444,24.7613,23.8202,75.9294,19.1476,94.444,42.23826667,28.8127,19.1476
NTRK3,41.3185,23.2558,962.6132,16.8902,8.5085,1188.0573,39.1527,295.2111,5.2502,1188.0573,286.6952778,39.1527,5.2502
OMP,0.6076,0,0,0,0,0,0.2738,0.3151,0.6177,0.6177,0.201577778,0,0
OPCML,1.2153,5.814,3.0787,9.4386,1.7017,1.4565,17.2491,8.8217,2.1618,17.2491,5.659711111,3.0787,1.2153
SIX6,0,1.938,0,0,0,2.9131,0,0,0,2.9131,0.539011111,0,0
OVGP1,26.7355,35.5297,18.1302,8.4451,22.122,24.2758,11.7732,73.4089,28.7214,73.4089,27.68242222,24.2758,8.4451
OXT,0,9.0439,6.8416,0.4968,0,0.971,0.2738,0.6301,0.6177,9.0439,2.097211111,0.6177,0
REG3A,0,0,0,0,0,0,1.0952,0,0,1.0952,0.121688889,0,0
PAX5,5.4686,6.4599,0.6842,38.2514,0,4.8552,22.9988,4.0958,4.0148,38.2514,9.647633333,4.8552,0
PCDHGC5,1381.7895,3283.5917,1610.978,2955.544,19524.7767,2739.0862,1626.8407,3050.2867,3000.0834,19524.7767,4352.552989,2955.544,1381.7895
PCM1,6974.9354,720.9302,1374.1355,1389.4685,1893.9845,1982.3612,2673.3345,4365.4694,1747.9926,6974.9354,2569.179089,1893.9845,720.9302
PDK4,563.269,813.3075,101.9399,421.7586,444.9928,871.9865,1976.2524,9398.5507,919.7035,9398.5507,1723.528989,813.3075,101.9399
PEX10,420.7565,494.2506,367.0998,830.005,558.5382,282.2546,155.1295,310.4663,796.9673,830.005,468.3853111,420.7565,155.1295
PGR,21.2669,2.584,29.4189,115.2509,4.2542,53.5573,183.9902,1061.6604,12.971,1061.6604,164.9948667,29.4189,2.584
ABCB4,19.444,11.6279,10.6045,17.8838,163.3625,66.0302,47.9141,26.465,16.677,163.3625,42.22322222,19.444,10.6045
SERPINB5,5.4686,925.0646,3071.5366,5807.2529,121.6711,938.5021,858.8949,1169.8173,6088.3261,6088.3261,2109.614911,938.5021,5.4686
PIK3CA,205.9851,505.168,911.3012,214.1083,352.2505,534.0674,1171.2951,905.482,1051.8839,1171.2951,650.1712778,534.0674,205.9851
PITPNA,1872.7024,1287.4677,1909.8328,1293.0949,1257.5513,2403.789,2235.2625,2251.1027,1331.0686,2403.789,1760.207989,1872.7024,1257.5513
SERPINF2,74.1303,187.3385,68.0739,109.7864,93.5931,86.9073,204.7987,226.528,35.8246,226.528,120.7756444,93.5931,35.8246
PMM1,511.6208,353.3592,331.4756,999.0065,1130.7751,294.7081,258.7363,346.8809,584.929,1130.7751,534.6101667,353.3592,258.7363
POLA1,412.5779,309.4315,535.6973,445.6036,244.193,597.1845,711.5932,545.9987,310.3768,711.5932,456.9618333,445.6036,244.193
POLD1,585.7512,875.969,675.9501,1004.9677,592.1892,1121.0561,210.0008,319.7858,508.9561,1121.0561,654.9584444,592.1892,210.0008
POLE,1525.7481,925.7106,1378.9246,1041.232,359.0573,1855.6416,553.8873,747.9521,917.5417,1855.6416,1033.966144,925.7106,359.0573
POLR2L,1806.4712,3929.5866,1180.5182,5191.7536,4140.2195,2288.2362,550.0542,1031.506,747.0661,5191.7536,2318.379067,1806.4712,550.0542
POLRMT,1126.5381,704.1344,338.3172,819.6721,648.3451,329.6653,236.5589,552.2999,344.6572,1126.5381,566.6875778,552.2999,236.5589
PPBP,0,0,1.7104,1.9871,0,0,0.2738,2.8355,0,2.8355,0.756311111,0,0
PPP1R2,1616.892,908.2687,1698.4274,1132.1411,1032.0769,1512.3819,2335.7452,1152.489,965.1019,2335.7452,1372.613789,1152.489,908.2687
PPP1R3A,0,0,0,0,0,0,0,0,0,0,0,0,0
PPP1R7,1884.8549,1697.6744,581.5361,1606.0606,1794.4355,631.1706,870.6681,893.8248,1199.8147,1884.8549,1240.004411,1199.8147,581.5361
PPP2R5B,442.9591,662.1447,353.0266,586.1898,859.3551,362.6803,298.4366,418.3995,285.3613,859.3551,474.2836667,418.3995,285.3613
PRKAR2B,610.6638,757.1059,537.7498,168.9021,69.7694,2720.8308,1502.587,2531.506,3084.6201,3084.6201,1331.5261,757.1059,69.7694
MAPK6,934.5283,1493.5401,877.4353,2191.2568,1294.9885,1015.6992,1405.6636,937.9332,4867.8196,4867.8196,1668.762733,1294.9885,877.4353
MASP1,16.4059,5.814,3.0787,1.9871,293.5421,13.1089,3.2855,130.7498,5.559,293.5421,52.61455556,5.814,1.9871
PSG9,1.2153,0,1.3683,0,0,0,0,0,0,1.3683,0.287066667,0,0
TWF1,1354.3977,2868.2171,4276.3425,2740.1888,748.745,1382.7491,3024.0659,2026.7801,2152.5633,4276.3425,2286.0055,2152.5633,748.745
PWP2,422.9075,925.0646,1048.1332,1415.3005,1015.06,1308.9507,692.7014,564.9023,699.8147,1415.3005,899.2038778,925.0646,422.9075
PXN,5110.9403,4911.0788,3148.6791,8865.3204,1765.0217,1675.4035,2089.3818,3911.5721,1320.7319,8865.3204,3644.236622,3148.6791,1320.7319
RABGGTB,729.1508,1120.155,442.9936,1069.0512,657.7044,877.8127,654.6439,596.0933,1143.6072,1143.6072,810.1346778,729.1508,442.9936
RANGAP1,3846.2707,2613.0491,2756.4809,4355.1913,2726.1125,4694.4527,1816.6299,1630.4348,6579.6788,6579.6788,3446.477856,2756.4809,1630.4348
RARS,1605.3471,2114.3411,1532.8606,2316.4431,1660.0017,1026.3805,1422.9127,1258.6641,2166.4608,2316.4431,1678.156856,1605.3471,1026.3805
RB1,1042.6857,966.4083,467.2813,946.8455,1388.5816,508.3351,2329.9955,1414.9338,1495.0587,2329.9955,1173.347278,1042.6857,467.2813
RELB,565.0919,421.8346,466.5972,844.0139,425.4233,210.7139,354.0169,384.058,496.9117,844.0139,463.1846,425.4233,210.7139
RGS13,4.2534,0.646,0.6842,15.3999,118.2677,4.3696,9.8566,11.0271,4.6325,118.2677,18.793,4.6325,0.646
RING1,1296.6732,936.0465,959.5345,1312.9657,1792.7338,1124.4547,443.2741,769.0611,603.7678,1792.7338,1026.501267,959.5345,443.2741
RNH1,3978.1255,5219.6382,3147.1363,10624.4411,6739.5559,1885.258,1871.3889,2660.9956,2271.4639,10624.4411,4266.444822,3147.1363,1871.3889
ROM1,57.1168,620.155,35.5763,43.7158,177.8269,33.5006,50.3783,94.833,49.1044,620.155,129.1341222,50.3783,33.5006
RPL26,6689.3514,7813.9535,5633.374,9649.7765,5341.6149,10631.826,5994.7418,14407.3724,6453.6751,14407.3724,8068.409511,6689.3514,5341.6149
RPS12,5823.4847,18155.0388,8679.9388,21480.8743,10542.8401,16281.774,12256.7075,13615.942,10457.0723,21480.8743,13032.63028,12256.7075,5823.4847
RPS14,10593.3465,39802.9716,6531.3341,21645.3055,9333.7871,21525.3451,6272.9175,14486.7675,9584.929,39802.9716,15530.74488,10593.3465,6272.9175
RPS15,5494.1516,11776.4858,1330.0072,10457.0293,3349.783,2401.3614,879.4296,2773.787,2244.2866,11776.4858,4522.924611,2773.787,879.4296
RPS20,7925.262,65571.0594,16697.2686,19689.0214,15469.2419,17660.1535,14127.5488,13455.2615,18569.4873,65571.0594,21018.25604,16697.2686,7925.262
RPS24,56754.6711,35151.8088,8770.2479,15795.3304,9494.5971,10494.4251,17903.4558,18365.7845,14374.3051,56754.6711,20789.40287,15795.3304,8770.2479
RRM1,2078.6875,1100.1292,3123.1907,4646.7958,885.7313,3830.72,3183.9622,1433.8374,2123.2242,4646.7958,2489.586478,2123.2242,885.7313
RRM2,1912.8057,1683.4625,1478.812,3464.4809,630.4773,3230.6225,529.7933,114.3667,4514.5151,4514.5151,1951.037333,1683.4625,114.3667
SORT1,1676.4393,1525.8398,5612.5071,902.1361,2992.4275,4692.5107,4624.1239,2945.4946,8747.6838,8747.6838,3746.573644,2992.4275,902.1361
SERPINB3,0,2029.0698,32.1555,3537.0094,0,2.4276,0,1.38,14871.8314,14871.8314,2274.874856,2.4276,0
CCL3,205.3775,74.2894,107.4131,315.4496,233.132,51.9502,52.0211,66.1626,474.6757,474.6757,175.6079111,107.4131,51.9502
CCL14,131.2472,314.593,7.5258,97.8639,57.8576,183.0346,75.8412,3891.443,49.1044,3891.443,534.2789667,97.8639,7.5258
SEMG1,0,0,0,0,0,0,14.5111,0.3151,0,14.5111,1.647355556,0,0
MAP2K4,514.659,539.4057,622.2436,542.9707,391.3894,611.75,665.0481,907.3724,507.7208,907.3724,589.1733,542.9707,391.3894
SFPQ,5146.6262,9782.7455,4616.9756,4824.3716,4875.0617,11279.0866,4803.8512,3523.9761,6412.5664,11279.0866,6140.584544,4875.0617,3523.9761
SGK1,919.3377,2093.6693,608.5604,2693.4923,1095.8904,1173.9773,1859.8895,2335.2237,2901.7912,2901.7912,1742.425756,1859.8895,608.5604
SHMT2,5368.9807,2383.0749,2791.3731,2283.1595,1404.7477,2996.6038,1557.8936,967.2338,1574.7375,5368.9807,2369.756067,2283.1595,967.2338
SIAH1,972.5292,572.668,543.2744,436.0656,889.3644,616.945,554.9469,580.5955,653.1408,972.5292,646.6144222,580.5955,436.0656
SIM1,1.2153,3.876,33.8659,1.4903,0,5.3407,32.3078,31.821,1.5442,33.8659,12.38457778,3.876,0
SLC1A3,328.7255,890.1809,287.0051,778.4401,878.9245,303.4474,774.2923,540.9578,557.4429,890.1809,593.2685,557.4429,287.0051
SLC6A3,3.0381,12.9199,4.447,0,0,0.971,0.5476,1.8904,0.3088,12.9199,2.680311111,0.971,0
SLC6A13,3.6458,9.0439,0.6842,0,3.4034,0,0.5476,0.3151,0,9.0439,1.96,0.5476,0
SLC19A1,388.8804,419.8966,443.3357,615.4993,350.5488,885.5809,316.7808,157.845,130.0185,885.5809,412.0428889,388.8804,130.0185
SNAI2,185.3258,1148.5788,1440.8411,4137.6056,3346.3796,1623.565,780.5896,1417.1393,692.0939,4137.6056,1641.346522,1417.1393,185.3258
SMARCA1,477.5938,485.1421,995.4529,1046.1997,2098.1877,1867.294,2818.4458,1583.8059,138.357,2818.4458,1278.9421,1046.1997,138.357
SMARCD1,1681.9079,1328.1654,1405.6069,1911.5748,796.3924,1863.4098,1825.3913,1366.4146,966.0284,1911.5748,1460.5435,1405.6069,796.3924
SNRPD2,3373.5379,7779.7158,2041.8757,3412.8167,3349.783,3169.933,1368.1537,1685.2552,1634.3422,7779.7158,3090.601467,3169.933,1368.1537
CAPN15,2284.065,2441.2145,336.6068,1251.8629,1032.9278,599.6121,225.6071,508.5066,916.3064,2441.2145,1066.301022,916.3064,225.6071
SOX9,943.6427,2107.2351,3573.026,2986.0904,945.2906,933.647,1342.4169,3141.4619,5686.2261,5686.2261,2406.559633,2107.2351,933.647
SPP1,1883.6397,2117.5711,3937.3412,4862.8912,114029.6095,10372.5606,29659.666,821.3611,22017.2946,114029.6095,21077.99278,4862.8912,821.3611
AKR1D1,3.6458,0,0.3421,1.4903,0,0.4855,0.8214,1.5753,10.5003,10.5003,2.095633333,0.8214,0
SRM,2051.3444,4458.6563,784.7316,4359.6622,1899.9404,1340.5093,1347.8928,770.9515,1393.4527,4458.6563,2045.237911,1393.4527,770.9515
SRP19,1041.9809,765.323,582.6683,1113.1942,929.0224,748.5683,513.9379,556.109,748.32,1113.1942,777.6804444,748.5683,513.9379
SRP72,1689.1995,1090.4393,2342.9062,1797.8142,2180.7198,4340.9972,3170.82,2529.6156,1678.8141,4340.9972,2313.480656,2180.7198,1090.4393
SSR3,3739.3286,4476.0982,17549.3899,4637.3572,4113.8433,4790.5849,13537.2467,3823.5665,3597.8999,17549.3899,6696.146133,4476.0982,3597.8999
SST,0,3.23,0,0,0,0.971,0,0.3151,0,3.23,0.501788889,0,0
SSTR4,0,0,0,0,0,0.4855,0,0,0,0.4855,0.053944444,0,0
STAC,33.4194,72.3514,274.3482,92.3994,3.4034,306.3605,52.8424,188.7209,46.0161,306.3605,118.8735222,72.3514,3.4034
STAT1,7064.864,2839.7933,9726.3616,11604.5703,3753.9352,4443.9266,9002.6538,8094.2029,25328.5979,25328.5979,9095.433956,8094.2029,2839.7933
NEK4,275.2544,142.7649,603.4292,365.6234,145.4948,699.6283,951.9853,485.1922,360.4077,951.9853,447.7533556,365.6234,142.7649
SULT1A1,1508.127,793.2817,223.3783,114.2573,591.3384,121.379,98.2924,309.3888,193.3292,1508.127,439.1969,223.3783,98.2924
SUPT6H,2082.9409,3059.4315,2206.0741,2663.686,2173.913,2321.7368,2505.7719,3175.8034,1860.0988,3175.8034,2449.9396,2321.7368,1860.0988
VAMP2,1094.9415,809.4315,587.3514,1030.303,1283.9275,1683.2834,781.411,2183.3648,817.4799,2183.3648,1141.277111,1030.303,587.3514
TAC1,0.6076,27.1318,0,0,0.8508,18.9351,2.4642,4.4108,0,27.1318,6.044477778,0.8508,0
TACR1,16.4059,39.4057,22.5773,16.8902,17.0169,90.3059,27.1057,658.1601,35.8246,658.1601,102.6324778,27.1057,16.4059
TBX3,1043.901,512.9199,1031.7134,762.0467,312.2607,1025.895,739.5203,1929.7417,448.1161,1929.7417,867.3460889,762.0467,312.2607
TCF19,785.0524,317.8295,2079.8466,1976.6518,617.7146,1520.6356,524.5912,321.6761,1062.3842,2079.8466,1022.931333,785.0524,317.8295
TFR2,11.5449,40.0517,17.4461,4.9677,32.3322,295.6792,12.5946,5.356,42.9277,295.6792,51.43334444,17.4461,4.9677
TIMP4,30.3813,190.5685,4.7891,15.8967,598.1452,62.146,17.7967,549.1493,2.4707,598.1452,163.4826111,30.3813,2.4707
TNF,20.0516,15.5039,268.5328,102.8316,11.9119,7.2827,16.7015,53.2451,97.5911,268.5328,65.96135556,20.0516,7.2827
TNFAIP1,1484.8792,1473.8889,1344.5422,1954.764,804.033,932.9284,967.2438,1616.1027,1093.5114,1954.764,1296.877067,1344.5422,804.033
TNNC1,5.4686,4.522,106.729,0.4968,36.5864,20.8772,2.738,8.5066,3.706,106.729,21.07006667,5.4686,0.4968
TNP2,0,0,0,0,0,0,0,0,0,0,0,0,0
TOP2A,5379.918,2633.7209,4286.2628,4211.1277,477.3249,7890.1181,3369.5952,329.8677,4403.3354,7890.1181,3664.585633,4211.1277,329.8677
TP53,375.5127,2872.093,2909.0486,379.533,1268.6123,399.5795,2322.3293,1778.828,1879.8641,2909.0486,1576.155611,1778.828,375.5127
TPI1,7708.9473,18204.7804,8882.4502,21914.0586,8362.1203,8720.3502,3824.3687,4171.3926,20683.1377,21914.0586,11385.734,8720.3502,3824.3687
TRPM2,288.0146,1579.4574,258.2704,1187.7794,1409.002,392.2968,317.3284,183.6799,401.7912,1579.4574,668.6244556,392.2968,183.6799
TSTA3,5801.0026,5949.6124,925.6686,1985.0969,1349.4427,717.5924,1308.7402,626.0239,3233.4775,5949.6124,2432.961911,1349.4427,626.0239
TUBA4A,668.9959,3090.4393,1032.7396,8925.4844,968.2634,130.6038,645.061,615.3119,5918.1594,8925.4844,2443.895411,968.2634,130.6038
TUBB2A,2394.6529,1796.5116,1382.3454,4424.7392,3955.5858,2656.2572,576.6123,1002.5205,446.8808,4424.7392,2070.678411,1796.5116,446.8808
TUBG1,1237.7336,1157.6227,953.035,2507.7,634.7316,1019.5833,338.4106,478.2609,1109.9444,2507.7,1048.558011,1019.5833,338.4106
TYMS,397.7518,423.9341,1608.4432,1210.9439,374.5086,1379.972,906.2724,179.4865,763.4002,1608.4432,804.9680778,763.4002,179.4865
UBE2E2,457.5422,494.186,536.7236,438.6488,439.0368,183.0395,343.0651,503.1506,372.1433,536.7236,418.6151,439.0368,183.0395
VDR,824.5481,781.0078,760.1018,1563.3383,918.0635,576.7928,1790.6194,781.0334,2138.9747,2138.9747,1126.053311,824.5481,576.7928
WAS,466.0489,232.5581,123.4909,475.9066,764.9111,125.2631,210.5484,171.0775,293.0821,764.9111,318.0985222,232.5581,123.4909
XPNPEP1,723.6822,901.8088,1449.051,1206.6567,1090.7853,819.0652,967.5916,1025.2048,1129.4009,1449.051,1034.805167,1025.2048,723.6822
ZFP36,7174.8443,14215.1163,671.161,5275.7079,3649.281,1278.8487,1736.9556,3479.206,1669.2403,14215.1163,4350.040122,3479.206,671.161
ZIC2,107.5497,310.0775,0.6842,135.1217,17.0169,124.2921,4.9283,7.5614,284.7437,310.0775,110.2195,107.5497,0.6842
ZNF140,693.9086,441.8605,560.6692,276.2047,177.8269,481.1462,478.0461,549.1493,353.3045,693.9086,445.7906667,478.0461,177.8269
ZNF146,2271.3049,1941.8605,3579.8607,1232.9856,1534.9273,5192.1065,3550.5737,2362.949,2792.7733,5192.1065,2717.704611,2362.949,1232.9856
TUBA1A,5861.8259,5380.4522,10402.5102,4428.5395,7522.5304,14024.0962,3151.9008,4915.564,2128.2551,14024.0962,6423.963811,5380.4522,2128.2551
MALL,295.9137,1620.155,1559.5429,4728.2663,515.613,705.94,1798.8332,683.0498,2971.2786,4728.2663,1653.176944,1559.5429,295.9137
CXCR4,1514.8109,552.9716,1086.7883,2892.6975,1099.2938,1201.6517,8032.598,1296.4713,1491.9704,8032.598,2129.917056,1296.4713,552.9716
SF3A2,1423.0594,3073.6434,671.8452,2545.9513,796.3924,768.0861,453.6783,881.2224,656.887,3073.6434,1252.307278,796.3924,453.6783
GDF5,0,5.814,457.2892,6.9548,7.6576,27.6987,145.8698,41.2728,16.677,457.2892,78.80376667,16.677,0
SYN3,17.0135,16.1499,6.1574,0.9935,5.9559,81.0811,12.3208,10.0819,20.383,81.0811,18.90411111,12.3208,0.9935
ARID1A,2099.3468,890.8269,3561.0532,1475.4098,1762.1033,4414.3101,3001.6147,2996.2193,4226.3743,4414.3101,2714.139822,2996.2193,890.8269
HIST3H3,0.6076,0,0,0,0,0,0,0,0,0.6076,0.067511111,0,0
BAP1,1447.3644,1374.031,1616.6702,2440.1391,2006.2963,1818.2569,1047.8135,1477.3157,1105.9296,2440.1391,1592.6463,1477.3157,1047.8135
PIP5K1A,930.8826,901.1628,1264.6699,1106.309,742.7891,4730.3809,1629.9017,1173.2829,1983.9407,4730.3809,1607.035511,1173.2829,742.7891
PLA2G6,411.9702,246.77,199.7747,179.3343,209.3083,259.2655,96.3758,262.1298,159.6665,411.9702,224.9550111,209.3083,96.3758
ZNF282,936.9588,678.2946,521.33,1080.4769,783.6297,1132.223,275.164,609.0107,764.6695,1132.223,753.5285778,764.6695,275.164
STK24,2369.1326,6054.2636,2829.344,3276.7014,1442.185,2689.2723,2351.6253,2494.0139,3027.4861,6054.2636,2948.224911,2689.2723,1442.185
RASAL1,70.4846,306.8475,276.4007,117.238,2.5525,229.649,40.2479,61.7517,482.3965,482.3965,176.3964889,117.238,2.5525
DYRK2,509.1903,680.2326,1134.3374,512.1709,545.3927,5652.861,1564.4647,713.2955,1024.3978,5652.861,1370.704767,713.2955,509.1903
TPST1,187.7563,390.8269,367.394,1254.8435,3571.854,599.1266,345.5293,399.811,381.4083,3571.854,833.1722111,390.8269,187.7563
PPM1D,318.3959,236.4341,416.9956,128.6637,252.7014,679.7222,399.4669,445.1796,219.2712,679.7222,344.0922889,318.3959,128.6637
ITGA10,32.8118,30.3618,304.4512,14.9031,2810.3463,1976.535,65.7108,223.0624,33.0451,2810.3463,610.1363889,65.7108,14.9031
PPFIA3,659.2739,538.1137,184.7232,217.0889,114.0134,128.1762,95.5545,94.2029,494.441,659.2739,280.6208556,184.7232,94.2029
DENR,1949.2633,1742.2481,2341.1958,2750.621,907.0025,1824.083,2242.3811,1320.7309,1479.9259,2750.621,1839.716844,1824.083,907.0025
SSNA1,1601.0937,2556.8475,401.944,1844.5107,1310.3038,578.2494,265.5812,469.7543,591.7233,2556.8475,1068.889767,591.7233,265.5812
PCDHGB4,6.6839,21.3178,170.5577,21.3612,29.5159,269.9759,49.2831,83.5318,5.559,269.9759,73.08736667,29.5159,5.559
ABCB11,0,0,0.3421,0,0.8508,0.971,0.2738,9.1367,0,9.1367,1.286044444,0.2738,0
BECN1,1359.1919,878.8501,1241.3332,1819.7864,1137.4458,993.7975,1052.8431,1637.5614,1592.4707,1819.7864,1301.475567,1241.3332,878.8501
HYAL2,1240.1641,1492.2481,1291.0101,2492.7968,1883.7744,1105.0341,1011.9464,981.7265,753.8604,2492.7968,1361.395656,1240.1641,753.8604
S1PR4,125.1709,26.4858,14.7094,197.7149,22.122,19.4206,26.2843,52.2999,52.1927,197.7149,59.60005556,26.4858,14.7094
CTSF,750.4177,344.3152,1503.7838,479.8808,1628.5204,3522.4175,1793.0835,2143.6673,352.6868,3522.4175,1390.974778,1503.7838,344.3152
RIPK1,1068.206,554.9096,1181.8865,738.2017,1707.6491,994.822,1010.0298,1315.0599,830.7597,1707.6491,1044.613811,1010.0298,554.9096
ADAM15,11068.4916,4155.0388,5409.4382,3583.7556,3199.1832,6261.3386,2079.1993,2636.8084,12375.0649,12375.0649,5640.924289,4155.0388,2079.1993
PEX11A,171.3504,135.0129,99.2032,70.5415,51.0508,97.1032,69.2701,379.9622,144.8425,379.9622,135.3707556,99.2032,51.0508
CCNK,1259.359,1490.491,987.2054,979.9354,839.8622,1488.8975,803.9854,794.2974,1342.7116,1490.491,1109.638322,987.2054,794.2974
INPP4B,103.904,120.801,64.311,460.5067,89.3389,74.2839,622.6099,659.7353,105.0031,659.7353,255.6104222,105.0031,64.311
ASAP2,520.1276,895.3488,1452.1297,749.6274,627.9248,2286.2941,590.302,936.988,1354.8487,2286.2941,1045.954567,895.3488,520.1276
NR1I2,1.8229,14.2119,12.999,1.4903,2.5525,11.6524,22.1774,4.7259,0.6177,22.1774,8.027777778,4.7259,0.6177
PER2,476.3786,317.8295,442.9936,227.5211,661.1078,673.4105,634.9306,959.9874,556.5164,959.9874,550.0750556,556.5164,227.5211
IER3,2330.2446,3801.6796,1280.7477,11193.7407,1187.7818,2126.0739,1049.4563,499.0548,785.6702,11193.7407,2694.938844,1280.7477,499.0548
BUD31,1635.5765,2773.3204,1137.9258,1888.0626,1841.6064,1568.8425,738.4799,664.9527,1329.7437,2773.3204,1508.723389,1568.8425,664.9527
MTMR3,848.2455,627.907,1844.1535,576.2543,707.9044,1595.8906,1478.2193,2138.3113,1537.3687,2138.3113,1261.583844,1478.2193,576.2543
CPNE1,2432.0766,7049.27,2858.5815,3766.0308,3590.5471,415.6841,3047.6533,2042.1613,2408.2057,7049.27,3067.801156,2858.5815,415.6841
BCL10,454.504,515.5039,477.8858,838.0527,384.5827,256.3524,504.0566,436.673,888.2026,888.2026,528.4237444,477.8858,256.3524
CDK5R2,6.0763,47.1576,1.0262,8.4451,0.8508,3.3986,4.3807,0.9452,0,47.1576,8.031166667,3.3986,0
TRPA1,7.9599,23.9664,44.7235,33.5171,0.8764,27.6744,15.9075,1.903,430.6763,430.6763,65.24494444,23.9664,0.8764
BAZ1B,2234.2397,1941.8605,4193.2171,1867.3621,2181.5707,3916.1708,3454.4717,2530.8759,3042.6189,4193.2171,2818.043044,2530.8759,1867.3621
CLDN1,229.6825,2722.2222,1426.1317,370.0944,203.3523,378.2168,4474.3581,324.8267,6413.5269,6413.5269,1838.045733,378.2168,203.3523
RABEP1,753.705,783.8501,1143.9156,701.853,894.8609,1802.7349,1353.9903,3693.6988,686.9858,3693.6988,1312.843822,894.8609,686.9858
EXO1,374.9051,187.9845,284.2685,557.377,83.383,575.3363,396.4552,32.4512,666.7696,666.7696,350.9922667,374.9051,32.4512
PCSK7,933.4225,824.5478,558.1959,1018.8574,1810.4314,541.4084,645.9481,831.4461,856.9611,1810.4314,891.2465222,831.4461,541.4084
TMSB10,58524.6848,72183.4625,20687.9743,60366.1202,45337.3607,16454.6176,7540.8622,9972.5898,19230.3891,72183.4625,34477.56236,20687.9743,7540.8622
LPAR2,1593.1946,582.6873,386.8925,489.8162,174.4236,655.9319,479.9627,211.4052,344.0395,1593.1946,546.4837222,479.9627,174.4236
MAP3K13,37.3264,13.7145,119.1567,10.4322,13.6135,34.5008,201.6226,86.9691,62.1248,201.6226,64.38451111,37.3264,10.4322
DLGAP1,1.8229,8.3979,280.0883,6.458,1.7017,255.862,84.0551,22.9994,1.5442,280.0883,73.65883333,8.3979,1.5442
SOCS6,1172.11,151.1628,655.0833,393.9394,498.5961,558.3432,1742.1577,1083.4909,1155.6516,1742.1577,823.3927778,655.0833,151.1628
CD83,482.4548,226.7442,639.3476,800.2981,499.4469,427.7395,625.8954,350.3466,688.3879,800.2981,526.7401111,499.4469,226.7442
B4GALT5,871.9429,1650.5168,1526.019,1793.3433,917.2126,2073.6382,3077.1821,2209.5148,2155.3428,3077.1821,1808.301389,1793.3433,871.9429
TM9SF2,2864.3476,1931.5245,5009.0779,2703.9245,2080.3199,6155.8554,10751.3825,4131.695,2560.5312,10751.3825,4243.184278,2864.3476,1931.5245
LIPG,161.0208,32.2997,58.4957,394.4362,11.9119,96.6177,1225.7803,130.1197,670.1668,1225.7803,308.9832,130.1197,11.9119
ZRANB2,1253.6716,994.832,1451.1309,1182.2653,1391.8829,3385.4146,1784.2263,2055.8129,1604.2403,3385.4146,1678.164089,1451.1309,994.832
