Gene,TCGA-AB-2828-03A-01T-0734-13,TCGA-AB-2808-03A-01T-0734-13,TCGA-AB-2826-03A-01T-0734-13,TCGA-AB-2833-03A-01T-0734-13,TCGA-AB-2806-03A-01T-0734-13,TCGA-AB-2854-03A-01T-0734-13,TCGA-AB-2807-03A-01T-0734-13,TCGA-AB-2805-03A-01T-0734-13,TCGA-AB-2950-03A-01T-0735-13,TCGA-AB-2810-03A-01T-0736-13,MAX,AVG,MED,MIN
MPV17,590.9702,589.945,700.6803,821.6833,607.8931,806.9884,579.9404,577.6439,894.8598,949.315,949.315,711.99194,654.2867,577.6439
MSH2,1022.8626,1983.5035,1036.9291,675.4636,2220.2419,930.9484,973.1877,622.49,1612.1495,725.4821,2220.2419,1180.32584,998.02515,622.49
MSH5,1430.0173,1958.7981,1391.759,741.0699,1497.3902,1666.7055,1442.5223,773.9692,1679.4393,1826.0291,1958.7981,1440.76999,1469.95625,741.0699
MYO1F,7577.3295,3495.6795,7525.7532,12001.4265,2306.8109,7783.6938,2520.3575,7533.4672,2255.4517,6079.0394,12001.4265,5907.90092,6802.3963,2255.4517
MTTP,0.7685,0,0,0,1.2731,0,0,0.6693,1.5576,0,1.5576,0.42685,0,0
MTX1,234.9894,258.2954,502.3518,788.7447,206.6836,558.7105,286.6236,331.1178,378.824,750.367,788.7447,429.67078,354.9709,206.6836
MVK,46.878,49.4894,46.6472,137.6605,37.5557,89.8502,32.7706,75.6359,68.5358,156.6831,156.6831,74.17064,59.0126,32.7706
MXI1,695.4851,694.4226,682.2157,1079.1726,698.2813,1193.8436,1149.9503,1250.3347,739.8754,459.5159,1250.3347,864.30972,719.07835,459.5159
MYBL2,713.9289,608.0126,1531.5841,1223.2525,569.0643,1567.3877,1162.86,343.3735,1310.7477,2048.7297,2048.7297,1107.8941,1193.05625,343.3735
MYBPC3,3.8425,13.3543,2.9155,2.8531,10.1846,33.2779,4.9652,4.6854,7.0093,14.4833,33.2779,9.75711,5.98725,2.8531
MYBPH,23.0548,0,8.7464,5.7061,0,3.3278,0,7.3628,0,0,23.0548,4.81979,1.6639,0
MYC,2359.2699,2979.5758,1738.5811,2818.117,10413.1127,1324.4592,828.2026,2420.3481,3245.3271,1119.1647,10413.1127,2924.61582,2389.809,828.2026
MYCN,46.1095,262.3723,160.3499,1.4265,182.6862,1.6639,21.8471,14.0562,88.0062,1581.3139,1581.3139,235.98317,67.05785,1.4265
MYH9,33370.2209,14094.2655,34000,37007.8459,11928.0713,16095.6739,13668.3217,23141.9009,16117.6012,21614.3622,37007.8459,22103.82635,18865.9817,11928.0713
MYH11,1403.2046,160.6127,128.8241,90.5991,175.3787,184.376,166.1668,160.2477,246.8069,180.1987,1403.2046,289.64153,170.77275,90.5991
MYL6,3600.3842,5300.872,5079.689,7633.3809,3253.9784,6450.0832,2473.6842,4882.1954,3340.3427,9899.9993,9899.9993,5191.46093,4980.9422,2473.6842
MYO1D,272.8146,84.0534,55.3936,17.8317,15.9134,146.4226,156.9017,19.411,43.6137,135.6164,272.8146,94.79721,69.7235,15.9134
MYO9A,1260.3266,1338.5703,1000,466.4765,2068.746,683.0283,3228.4012,1526.1044,2250.7788,778.1486,3228.4012,1460.05807,1299.44845,466.4765
NAGLU,314.3132,218.3818,295.4325,313.8374,171.2285,362.7288,187.6862,208.166,314.6417,766.2987,766.2987,315.27148,304.63495,171.2285
NDN,26.8972,2.3566,0,7.1327,1.9096,22.4626,388.282,7.3628,5.4517,250.1662,388.282,71.20214,7.24775,0
NDUFA6,394.2363,341.7125,587.9495,642.6534,265.436,479.2013,419.0665,442.4364,466.5109,452.9325,642.6534,449.21353,447.68445,265.436
NDUFB1,216.7147,338.5703,496.5986,606.2767,171.8651,469.218,392.2542,278.4471,187.6947,360.766,606.2767,351.84054,349.66815,171.8651
NDUFB3,356.5802,479.183,645.2867,613.4094,295.9898,509.9834,339.6226,384.8728,364.486,337.0661,645.2867,432.648,374.6794,295.9898
NDUFB9,929.8751,958.3661,2083.6152,2184.408,1129.2171,1742.0965,743.7934,1066.9746,1018.8318,1955.2466,2184.408,1381.24244,1098.09585,743.7934
NDUFS3,558.9933,673.2679,724.1011,922.5606,613.3482,952.0799,777.289,743.2062,697.7336,1459.1011,1459.1011,812.16809,733.65365,558.9933
NDUFS6,157.5408,139.0416,234.208,305.9914,105.6652,269.5507,198.6097,139.8929,203.271,445.0326,445.0326,219.88039,200.94035,105.6652
NEK2,339.6734,296.9364,148.688,236.0913,182.0496,277.8702,284.0119,113.7885,277.2586,59.2499,339.6734,221.56178,256.67495,59.2499
NELL2,6.9164,23.5664,26.2391,8.5592,33.7365,110.6489,10.9235,10.7095,16.3551,5.2667,110.6489,25.29213,13.6393,5.2667
NEO1,11.5274,97.4077,77.7454,17.1184,5.7288,122.2962,157.8947,6.0241,29.595,485.8491,485.8491,101.11868,53.6702,5.7288
NFATC1,709.318,109.9764,348.8824,316.6904,627.6257,452.579,232.3734,842.0348,583.3333,654.3822,842.0348,487.71956,517.95615,109.9764
NFE2,1692.9875,2673.2129,2171.0398,3556.3481,1553.1509,4267.0549,1516.3853,2331.9946,681.4642,2882.1783,4267.0549,2332.58165,2251.5172,681.4642
NFKBIE,209.0298,193.2443,321.6715,405.1355,161.0439,261.2313,176.7627,281.1245,214.9533,774.1986,774.1986,299.83954,238.0923,161.0439
NFRKB,886.8396,1251.3747,885.3256,824.5364,1765.7543,998.3361,1292.9494,813.9224,2422.1184,1195.5312,2422.1184,1233.66881,1096.93365,813.9224
NFX1,1259.5581,1532.6002,1111.759,1044.9358,2379.3762,1430.9484,2351.5392,1358.0991,1745.3271,1483.8807,2379.3762,1569.80238,1457.41455,1044.9358
NFYA,1483.1892,2177.5334,1409.1351,1234.6648,2972.6289,1589.8502,2442.8997,1170.6827,2844.2368,1670.8471,2972.6289,1899.56679,1630.34865,1170.6827
NOS2,0,0.8327,0,5.7061,0.6365,0,112.2145,2.0214,0,0,112.2145,12.14112,0.31825,0
CNOT3,1069.7406,857.8162,1113.7026,1370.1854,1112.6671,1168.0532,1514.3992,1126.506,1955.6075,2092.1797,2092.1797,1338.08575,1147.2796,857.8162
NOTCH1,1973.487,2034.564,1767.7357,2440.0856,1638.4468,2142.2629,4466.7329,2414.324,2105.919,3801.21,4466.7329,2478.47679,2124.09095,1638.4468
NOTCH2,14257.829,5323.6449,9913.5083,12894.4365,1077.6575,2365.2246,5042.7011,17078.3133,1483.6449,3037.5447,17078.3133,7247.45048,5183.173,1077.6575
NPM1,7243.804,10272.5844,7529.6404,8609.8431,13226.6073,6510.8153,10128.1033,6384.2035,10595.0156,16316.1048,16316.1048,9681.67217,9368.9732,6384.2035
NRAS,2751.9693,2763.5507,1794.9466,2087.0185,3385.7416,1509.9834,3783.5154,2632.5301,2904.9844,1992.1132,3783.5154,2560.63532,2692.2497,1509.9834
DDR2,0,3.1422,5.8309,0.7133,9.5481,34.9418,136.0477,1.3387,19.4704,2.6333,136.0477,21.36664,4.48655,0
NUMA1,5737.8136,5067.6434,4847.7357,5665.1854,7262.9599,5262.5125,10679.1063,5767.6908,9606.2383,9556.9556,10679.1063,6945.38415,5752.7522,4847.7357
NUP98,4078.3862,4390.4163,3235.1798,3144.7932,4576.0662,3201.3311,3257.1996,3720.2142,5704.8287,3558.9438,5704.8287,3886.73591,3639.579,3144.7932
GPR143,2.3055,3.9277,3.8873,3.5663,1.9096,12.4792,1.9861,0.6693,5.4517,7.9,12.4792,4.40827,3.7268,0.6693
OAS1,914.5053,300.8641,567.5413,1679.7432,77.021,652.2463,277.0606,2715.5288,179.1277,169.8497,2715.5288,753.3488,434.2027,77.021
OGDH,2678.194,1536.5279,2475.2187,3616.9757,1583.0681,1683.8602,1822.2443,2323.2932,2763.2399,1512.8474,3616.9757,2199.54694,2072.76875,1512.8474
OMG,149.0874,184.6033,157.4344,114.1227,91.6614,177.2047,189.6723,196.7871,158.0997,65.8332,196.7871,148.45062,157.76705,65.8332
OTX1,0,0,0.9718,0.7133,0.6365,0.8319,0,0,3.8941,1.3167,3.8941,0.83643,0.6749,0
OVOL1,0.7685,3.1422,0,0,0,4.1597,1.9861,0,0,7.9,7.9,1.79565,0.38425,0
P2RY6,96.83,26.7086,10.69,5.7061,19.7327,39.9334,9.9305,15.3949,12.4611,1.3167,96.83,23.8704,13.928,1.3167
P2RY11,89.8136,209.7408,90.379,278.6163,391.4004,323.0616,341.6087,185.6091,240.4361,1005.7077,1005.7077,315.63733,259.5262,89.8136
PALM,67.6273,97.4077,79.689,2.8531,516.2317,144.7587,104.2701,35.4752,2547.5078,622.7822,2547.5078,421.86028,100.8389,2.8531
PAM,880.6916,1358.9945,631.6812,1692.582,269.2553,231.2812,909.6326,920.3481,549.0654,401.5826,1692.582,784.51145,756.1864,231.2812
PAPPA,13.0644,9.4266,1.9436,3.5663,3.1827,112.3128,132.0755,0.6693,19.4704,0,132.0755,29.57116,6.49645,0
PAX5,16.9068,80.9112,41.7881,139.8003,259.0707,54.0765,352.5323,28.1124,392.5234,30.2833,392.5234,139.6005,67.49385,16.9068
PBX1,3.8425,6.2844,5.8309,0,3.8192,193.0116,847.0705,3.3467,18.6916,7.9,847.0705,108.97974,6.05765,0
PCDH1,0.7685,6.2844,0,6.4194,1.2731,71.5474,125.1241,4.0161,21.8069,9.2167,125.1241,24.64566,6.3519,0
PCM1,3941.5946,6498.8217,3455.7823,2840.2282,8595.7989,3247.9201,8431.9762,4673.3601,6859.8131,3108.6446,8595.7989,5165.39398,4307.47735,2840.2282
PCOLCE,11.5274,20.4242,26.2391,10.699,8.275,125.6156,109.2354,7.3628,39.704,47.1234,125.6156,40.62059,23.33165,7.3628
PCSK1,3.074,0.7855,12.6336,0.7133,1.2731,0,0.993,4.0161,1.5576,6.5833,12.6336,3.16295,1.41535,0
CDK17,574.0634,848.3896,677.3567,403.709,1059.8345,590.6822,934.4588,1018.7416,914.3302,458.1992,1059.8345,747.97652,762.87315,403.709
PDCD2,739.2891,978.0047,866.861,878.0314,1125.3978,850.2496,954.3198,816.5997,810.7477,1452.2808,1452.2808,947.17816,872.4462,739.2891
PDE3B,1720.6532,2675.5695,776.482,1213.98,3940.1655,1725.4576,1033.7637,2809.9063,2701.7134,1307.4477,3940.1655,1990.51389,1723.0554,776.482
PDE4D,602.4976,2028.9709,817.2303,247.5036,849.1407,607.8619,1661.4697,746.3186,1059.9922,496.6458,2028.9709,911.76313,781.77445,247.5036
PDE6G,20.7493,81.6968,56.3654,82.7389,96.7537,116.4725,41.708,73.6278,96.5732,341.0161,341.0161,100.77017,82.21785,20.7493
PDE7A,2579.8271,4863.315,2602.5267,1939.8859,5027.3711,2925.7571,3164.8461,2794.5114,2310.5919,1728.7803,5027.3711,2993.74126,2698.51905,1728.7803
PDGFRA,17.7675,32.4352,0,10.3067,7.6194,134.2512,108.5005,4.3373,30.0935,1.3167,134.2512,34.6628,14.0371,0
PDGFRB,146.0134,14.1398,14.5773,88.4451,12.0942,168.8852,609.7319,94.3775,177.5701,14.4833,609.7319,134.03178,91.4113,12.0942
PDK4,908.3573,75.4124,521.8659,1000.7133,4.4558,265.391,89.3744,1030.7898,129.2835,10.5333,1030.7898,403.61767,197.33725,4.4558
ENPP1,0,0,0,0.7133,0,1.6639,23.8332,0,1.5576,1.3167,23.8332,2.90847,0.35665,0
PDZK1,14.6013,28.2797,34.9854,24.9643,52.1961,35.7737,87.3883,27.4431,27.2586,14.4833,87.3883,34.73738,27.8614,14.4833
SERPINF1,304.3228,151.6104,16.5209,4850.214,21.6423,163.8935,1105.2632,567.6037,42.8349,18.4333,4850.214,724.2339,157.75195,16.5209
PER1,2170.9894,1087.9811,482.0214,1718.2596,1168.6824,3342.7621,4164.8461,858.0991,4457.9439,6605.7051,6605.7051,2605.72902,1944.6245,482.0214
PEX12,95.293,76.9835,80.6608,46.3623,138.1286,55.7404,73.4856,107.095,80.2181,23.7,138.1286,77.76673,78.6008,23.7
PFKL,2565.9942,1389.6308,1996.1127,3002.8531,1768.937,2099.8336,3937.4379,2228.9157,3731.3084,4809.7749,4809.7749,2753.07983,2397.45495,1389.6308
VIT,1.537,2.3566,4.8591,0,0,0,0,0.6693,0.7788,0,4.8591,1.02008,0.33465,0
PFN2,13.8329,10.2121,18.4645,19.2582,15.2769,17.4709,53.6246,34.8059,18.6916,7.9,53.6246,20.95376,17.9677,7.9
PGC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PGF,17.6753,30.6363,0.9718,15.6919,38.1922,13.3111,64.5482,3.3467,22.5857,0,64.5482,20.69592,16.6836,0
PGM3,163.6888,148.3896,182.138,65.5849,66.3908,99.3178,236.3654,191.4324,51.1916,53.1406,236.3654,125.76399,123.8537,51.1916
PHKG2,453.4102,481.5397,629.7376,515.6919,423.2973,634.7754,391.2612,382.1954,640.9657,1267.9478,1267.9478,582.08222,498.6158,382.1954
PI3,0,29.0652,17.4927,0,0,0,0,6.6934,0,135.6164,135.6164,18.88677,0,0
PIK3C2B,371.1816,567.1642,156.4626,368.7589,1171.8651,488.3527,1121.1519,834.672,735.9813,592.499,1171.8651,640.80893,579.8316,156.4626
PIK3CB,1961.1912,2929.3009,2168.1244,851.6405,1692.5525,1089.8502,738.8282,1427.7108,1594.2368,942.7317,2929.3009,1539.61672,1510.9738,738.8282
PIM1,497.9827,3166.5357,1694.8494,4317.4037,506.6836,3550.7488,1891.7577,933.0656,5153.4268,908.4984,5153.4268,2262.09524,1793.30355,497.9827
PIK3CD,5949.6638,3531.8146,3718.173,5144.0799,2568.4278,4407.6539,3007.9444,3037.4833,3813.0841,2926.9449,5949.6638,3810.52697,3624.9938,2568.4278
PIK3CG,2575.9846,1698.3504,1971.8173,1116.9757,2581.1585,1126.4559,3728.8977,2028.1124,1280.3738,546.4157,3728.8977,1865.4542,1835.08385,546.4157
PIK3R2,635.5427,941.0841,768.7075,786.0699,505.7161,1444.2596,643.4955,392.2356,617.6012,1016.4649,1444.2596,775.11771,706.1015,392.2356
PI4KB,1494.7166,1386.4886,1553.9359,1619.8288,1408.0204,1546.589,1938.431,1487.9518,1866.8224,2876.9116,2876.9116,1717.96961,1550.26245,1386.4886
PITX1,0,2.3566,0,0,0.6365,3.3278,4.9652,0.6693,0.7788,1.3167,4.9652,1.40509,0.72405,0
PKD1,2207.1085,1445.4046,1570.4568,1440.0856,2179.5035,2604.8253,4313.8034,2036.1446,4263.2399,4915.1081,4915.1081,2697.56803,2193.306,1440.0856
PLA2G1B,0,0,0,0,0.6365,1.6639,0.993,0,3.1153,0,3.1153,0.64087,0,0
PLCB3,637.8482,320.5027,493.6832,437.2325,584.9777,620.6323,691.1619,395.5823,1199.3769,477.9492,1199.3769,585.89469,539.33045,320.5027
PLCD1,92.9875,61.2726,46.6472,87.0185,90.3883,119.8003,137.0407,115.1272,156.5421,71.0999,156.5421,97.79243,91.6879,46.6472
PLD1,1055.1393,1766.6929,861.0301,962.1969,1861.2349,762.0632,282.0258,1499.3307,1951.7134,1137.598,1951.7134,1213.90252,1096.36865,282.0258
PLN,23.8232,4.7133,17.4927,6.4194,1.9096,19.9667,51.6385,44.1767,3.8941,3.95,51.6385,17.79842,11.95605,1.9096
PLP1,0,5.4988,1.9436,0,0,1.6639,13.9027,2.6774,0,1.3167,13.9027,2.70031,1.4903,0
PMAIP1,987.512,406.9128,345.967,627.6748,1306.1744,590.6822,1746.7726,694.1098,645.6386,757.082,1746.7726,810.85262,669.8742,345.967
PMCH,2.513,0,3.3236,1.933,2.4188,6.6972,5.8193,3.4137,1.9003,1.6458,6.6972,2.96647,2.4659,0
PML,1715.2738,1908.0911,1318.7561,1612.6961,2119.669,2245.4243,2007.9444,2125.1673,1788.162,2958.5448,2958.5448,1979.97289,1958.01775,1318.7561
EXOSC10,1337.1758,1532.6002,1315.8406,1388.0171,1567.7912,1658.9018,1544.1907,1546.8541,2221.1838,1791.9802,2221.1838,1590.45355,1545.5224,1315.8406
PRRX1,0,2.3566,0,0,0.6365,0,11.9166,3.3467,7.0093,1.3167,11.9166,2.65824,0.9766,0
POLA1,786.1671,1051.846,816.3265,550.6419,917.8867,603.9933,1252.2344,641.9009,860.5919,625.4156,1252.2344,810.70043,801.2468,550.6419
POLB,192.123,211.3119,193.3916,310.9843,281.3495,283.6938,440.9136,311.245,247.6636,318.6328,440.9136,279.13091,282.52165,192.123
POLD1,849.1835,700.707,729.8348,848.7874,747.9313,1135.6073,1083.4161,421.6867,1531.1526,2259.396,2259.396,1030.77027,848.98545,421.6867
POLE,1805.1873,5644.9332,2229.3489,1917.9743,8268.6187,5083.1947,4455.8093,1779.1165,4204.0498,3907.8598,8268.6187,3929.60925,4055.9548,1779.1165
POLR2A,6147.9347,4860.1728,4591.8367,5732.525,6830.6811,4552.4126,7096.3257,4206.8273,7802.1807,4591.2086,7802.1807,5641.21052,5296.3489,4206.8273
POLR2C,629.3948,716.4179,802.7211,1060.6277,740.9293,816.9717,973.1877,708.166,758.567,1763.0136,1763.0136,896.99968,780.64405,629.3948
POLR2D,617.8674,789.4737,572.4004,564.194,902.6098,536.6057,569.0169,520.0803,738.3178,560.899,902.6098,637.1465,570.70865,520.0803
POLR2F,138.3285,168.3504,226.3362,347.3039,283.45,293.0116,222.3039,167.838,268.6916,437.1457,437.1457,255.27598,247.5139,138.3285
POU2F2,3276.8492,1025.923,4530.6122,9365.9058,299.1725,4600.6656,1856.0079,4261.0442,783.4891,975.6483,9365.9058,3097.53178,2566.42855,299.1725
POU4F1,9.2219,5147.6826,3.8873,2.1398,303.6283,1.6639,4.9652,0,20989.0966,1.3167,20989.0966,2646.36023,4.42625,0
PPARD,384.2459,142.9694,199.2225,535.6633,42.648,313.6439,109.2354,527.4431,107.4766,181.6997,535.6633,254.42478,190.4611,42.648
PPBP,89.9135,131.1862,0,75.6063,17.823,444.2596,100.2979,192.1017,27.2586,39.4999,444.2596,111.79467,82.7599,0
PPM1B,2153.3141,2208.9552,1858.1147,1553.495,2171.2285,1683.0283,1368.4211,1969.8795,1521.028,1088.8814,2208.9552,1757.63458,1770.5715,1088.8814
PPP1CA,2513.7829,1660.1178,2804.9466,3627.796,1846.69,2086.9052,2151.0626,2079.7189,2833.2243,4078.3679,4078.3679,2568.26122,2332.42275,1660.1178
PPP1CC,4168.2997,3617.4391,3608.3576,4616.2625,3234.8822,2812.812,3079.4439,4848.7282,3085.6698,1949.9799,4848.7282,3502.18749,3421.6199,1949.9799
PPP1R1A,0,0.7855,4.8591,7.8459,0.6365,4.9917,23.8332,2.6774,3.8941,13.1666,23.8332,6.269,4.3766,0
PPP1R10,1831.316,1294.5797,2331.3897,982.1683,2334.8186,1613.1448,1566.0377,1844.7122,1989.8754,1080.9814,2334.8186,1686.90238,1722.2304,982.1683
PPP2R3A,63.7848,43.205,68.0272,21.398,47.7403,42.4293,236.3456,130.5221,38.9408,18.4333,236.3456,71.08264,45.47265,18.4333
PPP2R5A,2153.3141,2299.293,2298.3479,1915.8345,1612.3488,1304.4925,1270.1092,1910.9772,1530.3738,1749.8469,2299.293,1804.49379,1830.41205,1270.1092
PPP3CA,2194.8127,2391.2019,1970.8455,1816.6904,2544.2393,1467.5541,1863.9523,2963.1861,1974.2991,2472.6957,2963.1861,2165.94771,2084.5559,1467.5541
PPP3R1,2257.0605,3589.1595,2578.2313,2436.5193,2907.0656,2317.8037,2798.4111,3053.5475,3091.1215,2171.1795,3589.1595,2720.00995,2688.3212,2171.1795
PRELP,1.537,0.7855,0,0,0.6365,13.3111,11.9166,2.008,7.0093,0,13.3111,3.7204,1.16125,0
PRKAA2,0,1.5711,0,0,0.6365,0,43.6941,0,0.7788,0,43.6941,4.66805,0,0
PRKACG,3.074,0.7855,0,13.5521,0,4.9917,0.993,11.3788,0.7788,0,13.5521,3.55539,0.88925,0
PRKCB,11930.8357,7978.7903,9857.1429,11825.9629,7509.8663,9585.6905,10127.1102,9888.8889,8507.7882,8038.2359,11930.8357,9525.03118,9721.4167,7509.8663
PRKCI,753.122,1077.769,824.1011,542.796,1218.9688,642.2629,1013.9027,900.2677,863.7072,443.7159,1218.9688,828.06133,843.90415,443.7159
PKN2,1484.7262,2200.3142,1415.9378,864.4793,1943.3482,1639.7671,2416.0874,2419.0094,2140.1869,959.8483,2419.0094,1748.37048,1791.55765,864.4793
MAPK1,5391.7387,4852.3174,6227.4052,5669.0442,4444.303,3932.6123,4035.7498,7264.3909,4141.7445,2239.6461,7264.3909,4819.89521,4648.3102,2239.6461
MAPK3,630.9318,483.1108,853.2556,1500.7133,679.1852,1064.0599,963.2572,704.8193,1257.0093,1012.5149,1500.7133,914.88573,908.2564,483.1108
MAPK9,1074.3516,1111.5475,1126.3362,902.9957,1304.9013,884.3594,1200.5958,836.0107,839.5639,792.6319,1304.9013,1007.3294,988.67365,792.6319
MAP2K1,2028.3727,1060.652,1434.3052,1911.3481,689.8281,862.1797,843.8828,1657.0683,803.2165,496.8301,2028.3727,1178.76835,961.41585,496.8301
MAP2K2,894.5245,934.0141,1101.069,2111.2696,774.0293,1775.3744,1201.5889,798.5274,1169.7819,2210.6795,2210.6795,1297.08586,1135.42545,774.0293
PSPN,0,2.3566,0.9718,1.4265,1.9096,0.8319,1.9861,0.6693,3.1153,5.2667,5.2667,1.85338,1.66805,0
PROP1,0,3.1422,0,0,3.8192,5.8236,0.993,0,0.7788,3.95,5.8236,1.85068,0.8859,0
PROS1,4.611,21.2097,7.7745,0.7133,7.0019,118.1364,127.1102,6.6934,14.7975,3.95,127.1102,31.19979,7.3882,0.7133
LGMN,18.4438,106.0487,10.69,46.3623,5.7288,465.8902,1792.4528,88.3534,66.9782,25.0166,1792.4528,262.59648,56.67025,5.7288
RELN,0,0,0,0,1.9096,110.6489,480.6356,2.008,2.3364,3.95,480.6356,60.14885,1.9588,0
PRTN3,5832.853,5098.1932,3645.2867,1700.428,1110.7575,7846.0899,206.5541,22.7577,24906.5421,4976.9913,24906.5421,5534.64535,4311.139,22.7577
PSKH1,852.2574,560.0943,601.5549,723.2525,738.3832,531.614,742.8004,628.8286,856.6978,635.9489,856.6978,687.1432,679.6007,531.614
PSMA3,574.0634,802.0424,870.7483,977.8887,707.8294,941.7637,485.6008,683.4003,723.5202,904.5484,977.8887,767.14056,762.7813,485.6008
PSMB1,1238.0403,1561.6654,1732.7502,2398.0029,1307.4475,1858.5691,1431.9762,1395.5823,1527.2586,2913.7782,2913.7782,1736.50707,1544.462,1238.0403
PSMB2,1571.2661,1895.9073,1858.3479,2224.2368,1550.9612,1663.1448,2029.0367,1795.2811,1673.8318,2795.4496,2795.4496,1905.74633,1826.8145,1550.9612
PSMB4,1420.9414,1468.9709,1816.3265,2728.9586,1360.2801,2427.6206,1917.577,1637.8849,2123.053,3412.794,3412.794,2031.4407,1866.95175,1360.2801
PSMB5,438.0403,457.9733,550.0486,653.3524,560.7893,623.1281,467.7259,473.2262,842.6791,626.7322,842.6791,569.36954,555.41895,438.0403
PSMB6,456.4841,352.7101,588.9213,1060.6277,353.2782,694.6755,449.851,447.7912,587.2274,1117.848,1117.848,610.94145,521.85575,352.7101
PSMB9,514.8895,234.8782,385.8115,737.5178,181.4131,715.4742,359.4836,537.4833,397.1963,456.8825,737.5178,452.103,427.0394,181.4131
PSMC5,1158.8857,1048.0518,1408.1633,1906.5621,1643.5391,1466.6223,1293.9424,1236.2784,1692.0872,2723.9152,2723.9152,1557.80475,1437.3928,1048.0518
PTGDS,23.8232,3.1422,19.4363,2.1398,3.1827,72.3794,665.3426,10.0402,10.9034,17.1166,665.3426,82.75064,14.01,2.1398
PTGER2,906.0519,1560.0943,1001.9436,1738.2311,2115.8498,769.5507,2156.9017,743.6412,1435.3583,863.7318,2156.9017,1329.13544,1218.65095,743.6412
PTGS1,812.2959,1583.6606,931.001,645.5064,1457.6703,1220.4659,329.6922,646.5863,484.4237,418.6993,1583.6606,853.00016,729.4411,329.6922
PTPN11,3355.2354,3615.868,2273.0807,2781.7404,4499.6817,2148.0865,4686.1966,3364.1232,3856.6978,1445.6975,4686.1966,3202.64078,3359.6793,1445.6975
PTPRC,17377.9059,10103.6921,17502.4295,13689.0157,9711.6486,7792.0133,5319.7617,19730.9237,10311.5265,5141.5743,19730.9237,11668.04913,10207.6093,5141.5743
PTPRK,3.8425,9.4266,2.9155,4.2796,7.0019,20.7987,32.7706,6.6934,10.1246,1.3167,32.7706,9.91701,6.84765,1.3167
PTPRM,282.805,7.0699,4.8591,4.2796,1.2731,50.7488,162.86,3.3467,25.7009,14.4833,282.805,55.74264,10.7766,1.2731
PTPRS,116.0423,41.6339,227.4052,19.9715,17.1865,82.3627,4309.8312,39.4913,36.6044,281.7662,4309.8312,517.22952,61.9983,17.1865
RAD1,514.8895,625.2946,601.5549,376.6049,665.1814,495.8403,500.4965,547.5234,467.2897,348.9161,665.1814,514.35913,507.693,348.9161
PURA,228.2421,502.7494,1008.7464,382.311,101.846,584.0266,369.4141,708.166,115.2648,683.3488,1008.7464,468.41152,442.5302,101.846
ABCD4,379.635,432.8358,355.6851,437.2325,635.2642,636.4393,593.8431,390.2276,893.3022,938.7817,938.7817,569.32465,515.5378,355.6851
RAD17,723.9193,1273.37,620.0194,629.8146,1153.4055,624.792,1088.3813,831.3253,1158.8785,743.9944,1273.37,884.79003,787.65985,620.0194
RAD21,5663.0163,5337.7848,4050.5345,4540.6562,8481.2222,3740.4326,4384.2999,4943.1058,5517.9128,3716.9303,8481.2222,5037.58954,4741.881,3716.9303
RAD23B,3136.2152,3532.6002,2388.7269,4479.3153,2827.4984,2420.1331,2681.2314,2975.9036,2651.0903,1590.5305,4479.3153,2868.32449,2754.3649,1590.5305
RAG1,3.8425,42.4195,13.6054,13.5521,36.9192,17.4709,22.8401,25.4351,71.6589,6.5833,71.6589,25.4327,20.1555,3.8425
RAP1GDS1,778.4822,1243.5192,857.1429,656.9187,1487.5875,807.8203,1553.1281,1037.4833,1288.9408,787.3653,1553.1281,1049.83883,947.3131,656.9187
RARA,1530.8357,402.1995,1604.4704,2984.3081,476.1299,1040.7654,546.1768,1674.0295,475.0779,843.9819,2984.3081,1157.79751,942.37365,402.1995
RARS,960.6148,1315.7895,1150.6317,1199.0014,1068.1095,1031.614,523.3366,940.4284,973.5202,413.4326,1315.7895,957.64787,1002.5671,413.4326
KDM5A,3733.3333,3516.8892,2882.4101,2365.9058,3882.8771,2786.1897,3825.2234,4129.8527,3151.8692,2222.5294,4129.8527,3249.70799,3334.3792,2222.5294
RDH5,8.6455,15.1218,24.2954,53.8802,8.4978,50.5241,75.5114,72.6908,28.9875,103.5162,103.5162,44.16707,39.7558,8.4978
TRIM27,2028.05,1921.4454,1788.1438,1621.9686,2808.4023,1810.3161,1134.0616,2233.6011,2525.7009,1265.3145,2808.4023,1913.70043,1865.88075,1134.0616
RFX4,0,0,0,1.4265,1.2731,0,3.9722,0.6693,3.8941,2.6333,3.9722,1.38685,0.9712,0
RGS2,1968.1076,1546.74,6288.6297,4228.9586,287.7148,5961.7304,2680.2383,1595.7162,336.4486,925.615,6288.6297,2581.98992,1781.9119,287.7148
RNASE6,2388.4726,579.7329,1701.6521,2539.9429,34.373,752.9118,2292.9494,1653.2798,25.7009,695.1988,2539.9429,1266.42142,1203.0958,25.7009
ROM1,9.9904,14.9254,22.3518,26.3909,15.9134,13.3111,30.7845,14.0562,15.5763,34.2333,34.2333,19.75333,15.74485,9.9904
RPA3,147.5504,238.0204,287.6579,243.224,73.2018,279.5341,163.853,113.7885,245.3271,309.4161,309.4161,210.15733,240.6222,73.2018
RPL3,25868.9721,26614.2969,26600.5831,35446.505,37287.0783,27105.6572,40948.3615,21562.9183,33935.3583,94888.0506,94888.0506,37025.77813,30520.50775,21562.9183
