Gene,TCGA-AB-2828-03A-01T-0734-13,TCGA-AB-2808-03A-01T-0734-13,TCGA-AB-2826-03A-01T-0734-13,TCGA-AB-2833-03A-01T-0734-13,TCGA-AB-2806-03A-01T-0734-13,TCGA-AB-2854-03A-01T-0734-13,TCGA-AB-2807-03A-01T-0734-13,TCGA-AB-2805-03A-01T-0734-13,TCGA-AB-2950-03A-01T-0735-13,TCGA-AB-2810-03A-01T-0736-13,MAX,AVG,MED,MIN
CTPS1,1014.4092,929.3009,820.2138,891.5835,1570.3374,801.9967,1038.7289,791.1647,1208.7227,930.8817,1570.3374,999.73395,930.0913,791.1647
CTSG,87.6081,2857.0306,40047.619,192.582,29.9173,9379.3677,136.0477,50.8701,237.5389,18305.5846,40047.619,7132.4166,215.06045,29.9173
CUX1,3153.8905,2102.9065,2257.5316,2345.9344,3036.9192,2292.8453,3073.4856,1699.4645,3507.0093,5549.7403,5549.7403,2901.97272,2691.4268,1699.4645
CYB561,245.9174,273.37,97.1817,168.331,115.2132,76.5391,380.3376,305.8902,212.6168,346.2827,380.3376,222.16797,229.2671,76.5391
CYP2A6,1.537,1.5711,0,0.7133,3.1827,3.3278,4.9652,1.3387,1.5576,1.3167,4.9652,1.95101,1.5473,0
CYP17A1,0.7685,0,0,0,0,0,0.993,2.008,0,0,2.008,0.37695,0,0
DAB1,0,0,0,0,4.4558,0,0,0,0.7788,0,4.4558,0.52346,0,0
DAD1,1023.6311,967.0071,1586.9776,1190.4422,1070.6556,1009.9834,946.3754,588.3534,2222.7414,1755.1136,2222.7414,1236.12808,1047.14335,588.3534
DGKG,1364.073,491.7518,1387.7551,667.6177,908.3386,1198.0033,305.859,412.9853,442.3676,1395.6642,1395.6642,857.44156,787.97815,305.859
DAPK3,242.8434,190.8877,227.4052,380.8845,208.1477,263.7271,345.5809,177.3762,359.8131,642.5322,642.5322,303.9198,253.28525,177.3762
DCTD,1017.4832,951.2962,970.8455,1156.2054,837.0465,755.4077,1196.6236,725.5689,877.7259,1342.9976,1342.9976,983.12005,961.07085,725.5689
DDIT3,85.2334,171.1076,283.7804,284.3224,189.2871,308.6938,151.0427,107.3963,265.7866,2292.9183,2292.9183,413.95686,227.53685,85.2334
DDX10,647.0701,1003.1422,522.8377,537.8031,906.429,628.9517,612.711,479.2503,779.595,750.4987,1003.1422,686.82888,638.0109,479.2503
TIMM8A,142.9395,203.4564,145.7726,154.0656,194.7804,198.8353,134.0616,119.8126,195.4829,113.2331,203.4564,160.244,149.9191,113.2331
DHFR,748.1729,1054.8468,1510.9135,728.9016,631.0312,1308.4443,962.6514,504.6319,460.3972,1027.775,1510.9135,893.77658,855.41215,460.3972
DHPS,536.4073,382.5609,451.895,718.7518,469.1279,627.8453,913.6048,543.5074,869.9377,1227.1312,1227.1312,674.07693,585.67635,382.5609
DIAPH1,11451.2968,6787.9026,9628.7658,13831.669,11566.5181,4421.797,8508.4409,10987.2825,6972.7414,7526.0535,13831.669,9168.24676,9068.60335,4421.797
DNASE1L2,1.537,13.3543,5.8309,3.5663,11.4577,18.3028,3.9722,12.0482,26.4798,23.7,26.4798,12.02492,11.75295,1.537
DNM2,3697.3064,2956.575,2898.2702,4462.3466,2726.4927,4789.7837,4318.2224,2605.656,4680,5324.4853,5324.4853,3845.91383,4007.7644,2605.656
DNMT1,3212.2959,2611.9403,3046.6472,3965.0499,2546.7855,3871.0483,3493.5452,2850.7363,3681.4642,3798.5767,3965.0499,3307.80895,3352.92055,2546.7855
DNMT3A,956.0038,1482.3252,697.7648,718.2596,2530.2355,755.4077,1684.2105,459.17,2000.7788,1190.2646,2530.2355,1247.44205,1073.1342,459.17
DNMT3B,114.5053,527.8869,149.6599,134.8074,327.1801,335.2745,891.7577,134.5382,260.1246,700.4654,891.7577,357.62,293.65235,114.5053
DOK1,836.1191,562.4509,616.1322,753.923,1138.1286,553.2446,119.1658,726.2383,767.9128,323.8994,1138.1286,639.72147,671.18525,119.1658
DPAGT1,753.6138,858.0833,646.5889,803.8017,763.7365,877.0549,663.2075,626.5596,1198.3956,486.3758,1198.3956,767.74176,758.67515,486.3758
DPH1,315.8271,528.4368,358.173,462.0685,583.0617,715.6739,923.3764,403.427,661.2617,1149.3295,1149.3295,610.06356,555.74925,315.8271
DPYSL2,3980.7877,1349.5679,3074.8299,3702.5678,2902.6098,1529.1181,2719.9603,7856.091,1122.2741,181.6997,7856.091,2841.95063,2811.28505,181.6997
DRD4,4.611,7.0699,6.8027,8.5592,7.0019,9.9834,114.2006,7.3628,7.0093,34.2333,114.2006,20.68341,7.21635,4.611
DSP,0,17.282,6.8027,4.2796,12.7307,10.8153,12.9096,5.3548,10.1246,0,17.282,8.02993,8.46365,0
DTYMK,219.0202,316.575,334.3052,358.0599,206.8746,592.3461,304.8659,192.7711,472.7414,843.9819,843.9819,384.15413,325.4401,192.7711
DUSP2,150.6244,91.1233,170.068,292.4394,1885.4233,384.3594,149.9503,52.2088,250.7788,447.6659,1885.4233,387.46416,210.4234,52.2088
E2F3,1600.7685,2286.7243,1371.2342,1032.8103,2817.3138,1895.1747,1443.8928,1456.4926,1806.8536,992.7649,2817.3138,1670.40297,1528.63055,992.7649
E2F5,24.7839,60.7306,28.3285,10.7632,279.1407,61.5058,212.4826,36.158,143.9252,53.1011,279.1407,91.09196,56.91585,10.7632
E4F1,152.9299,197.172,180.758,213.98,238.7015,396.8386,289.9702,204.8193,383.1776,562.2157,562.2157,282.05628,226.34075,152.9299
GPR183,956.7723,381.7753,1568.5131,335.2354,154.042,693.0116,4193.6445,1520.7497,227.4143,376.566,4193.6445,1040.77242,537.39345,154.042
ECM1,320.4611,29.8507,39.8445,73.4665,40.1018,35.7737,296.9215,225.5689,97.352,68.4665,320.4611,122.78072,70.9665,29.8507
EEF1A1,70446.878,84338.5703,90694.8494,135934.3795,131757.4793,85173.0449,112264.1708,68384.2303,107561.5265,199674.7839,199674.7839,108622.9913,99128.18795,68384.2303
EFNA4,29.2027,29.8507,94.2663,41.3695,36.9192,73.2113,36.7428,38.822,30.3738,140.8831,140.8831,55.16414,37.8706,29.2027
EFNB2,24.5917,49.4894,9.7182,8.5592,2.5461,24.9584,42.7011,0.6693,49.0654,0,49.4894,21.22988,17.15495,0
EFNB3,0,1.5711,0,0,0.6365,1.6639,53.6246,0,2.3364,2.6333,53.6246,6.24658,1.1038,0
EPHA2,6.9164,3.9277,0,0.7133,1.2731,5.8236,256.2066,0,7.0093,0,256.2066,28.187,2.6004,0
EIF4E,412.6801,883.7392,385.8115,374.465,816.6773,492.5125,564.0516,473.8956,466.5109,334.4327,883.7392,520.47764,470.20325,334.4327
ELF1,5500.8646,5417.1249,5547.1331,4602.7104,8269.2553,4419.3012,5079.4439,6080.9906,6510.9034,4754.475,8269.2553,5618.22024,5458.99475,4419.3012
ELF2,1981.172,2391.9874,2129.2517,1271.7546,1602.8008,1892.6789,3682.2244,2281.1245,1665.8879,2954.5948,3682.2244,2185.3477,2055.21185,1271.7546
ELF5,0,3.1422,11.6618,0,0.6365,3.3278,2.9791,1.3387,0,6.5833,11.6618,2.96694,2.1589,0
ELN,3.074,0,0,4.2796,36.2826,0,6.9513,4.6854,41.2773,0,41.2773,9.65502,3.6768,0
EMX1,2.3055,0,0,2.1398,0.6365,0,3.9722,0,0.7788,0,3.9722,0.98328,0.31825,0
ENPEP,24.5917,12.5687,0,4.9929,373.0108,103.1614,146.9712,1.3387,399.5327,0,399.5327,106.61681,18.5802,0
EPHB1,20.7493,10.9976,2.9155,0,1.9096,0,605.7597,4.0161,2.3364,0,605.7597,64.86842,2.62595,0
EPHB2,60.7109,0.7855,54.4218,796.0057,0.6365,3.3278,0.993,168.0054,0.7788,2.6333,796.0057,108.82987,2.98055,0.6365
EPHX2,1.537,0.7855,1.9436,9.9857,5.0923,38.2696,7.9444,0.6693,3.8941,3.95,38.2696,7.40715,3.92205,0.6693
EPRS,3655.7157,3584.4462,2471.3314,2816.6904,4633.9911,2234.609,3309.8312,2455.8233,3861.3707,2327.8626,4633.9911,3135.16716,3063.2608,2234.609
EPS15,3136.2152,5274.1555,2581.1467,3004.9929,5329.7263,2553.2446,4564.0516,4838.0187,4415.8879,2179.0795,5329.7263,3787.65189,3776.05155,2179.0795
EYA4,0,0,0,0,0,0.8319,5.9583,0,0,0,5.9583,0.67902,0,0
ERCC4,421.902,489.3951,390.6706,295.2924,521.9605,322.7953,405.1639,617.8046,415.8879,123.7665,617.8046,400.46388,410.5259,123.7665
ERCC6,494.6321,398.9552,222.1769,127.6748,737.1356,272.3045,407.2493,577.5301,459.704,110.1521,737.1356,380.75146,403.10225,110.1521
ERG,810.7589,2179.89,135.0826,736.0913,3192.8708,1529.1181,4147.9643,1593.7082,2526.4798,1125.748,4147.9643,1797.7712,1561.41315,135.0826
FBL,1527.7618,1940.2985,1665.6948,2586.3053,2052.1961,2435.1082,2812.3138,1052.2088,1881.6199,4530.6421,4530.6421,2248.41493,1996.2473,1052.2088
ESR1,4.611,10.9976,0.9718,11.4123,2.5461,159.7338,110.2284,26.1044,7.7882,3.95,159.7338,33.83436,9.3929,0.9718
ESRRA,408.0692,241.9482,536.4431,579.1726,341.8205,511.6473,168.8183,389.5582,496.8847,366.0327,579.1726,404.03948,398.8137,168.8183
ETV1,1.537,0,12.6336,0,14.0038,1.6639,8.9374,4.6854,7.0093,0,14.0038,5.04704,3.17465,0
ETV2,0,0,0.9718,0.7133,1.2731,4.1597,6.9513,1.3387,0.7788,1.3167,6.9513,1.75034,1.12245,0
ETV6,5961.1912,7284.3676,4722.0603,5262.4822,12149.5863,2653.0782,8430.9831,8583.668,10059.19,11277.2303,12149.5863,7638.38372,7857.67535,2653.0782
MECOM,1.537,7.8555,0,0,0,7.4875,29.7915,1.3387,3.8941,0,29.7915,5.19043,1.43785,0
EVI2A,3697.9827,1443.0479,3544.2177,5480.0285,2154.042,1733.777,762.6614,4269.7456,787.3832,933.515,5480.0285,2480.6401,1943.9095,762.6614
EVPL,119.8847,95.0511,4.8591,7.8459,1026.7346,35.7737,634.5581,4.0161,485.9813,637.2656,1026.7346,305.19702,107.4679,4.0161
EWSR1,5414.025,6895.5224,5917.3955,6320.2568,6481.2222,9049.9168,8187.6862,5955.8233,7546.729,11458.9299,11458.9299,7322.75071,6688.3723,5414.025
EXT1,415.7541,5.4988,143.829,131.9544,7.6384,156.406,82.423,7.3628,17.9128,13.1666,415.7541,98.19459,50.1679,5.4988
EXTL2,259.7502,564.022,352.7697,153.3524,546.7855,280.3661,302.8798,178.0455,416.6667,287.0328,564.022,334.16707,294.9563,153.3524
F2R,352.7378,655.9309,40.8163,2405.1355,715.4679,1736.2729,602.7805,550.2008,1161.9938,458.1992,2405.1355,867.95356,629.3557,40.8163
FAAH,206.7243,173.6057,70.9427,466.4765,388.2877,1017.4709,681.2314,190.7631,344.2368,409.4826,1017.4709,394.92217,366.26225,70.9427
FANCD2,982.9011,1454.0456,889.2128,540.6562,1277.5302,1641.4309,1330.6852,533.4672,1325.5452,624.0989,1641.4309,1059.95733,1130.21565,533.4672
ACSL1,1277.2334,3826.3943,6658.8921,5243.224,381.2858,3519.9667,1007.9444,2479.2503,1294.3925,1709.0303,6658.8921,2739.76138,2094.1403,381.2858
FASN,2897.2142,2092.6944,2087.4636,2423.6805,3504.774,1904.3261,3145.9782,1583.668,4597.352,6129.0726,6129.0726,3036.62236,2660.44735,1583.668
FAT1,9.9904,7.0699,0,9.9857,1.2731,21.6306,82.423,3.3467,15.5763,3.95,82.423,15.52457,8.5278,0
FCER1G,3314.5053,1846.8185,7240.0389,4738.9444,87.2056,4465.8902,90.3674,2022.7577,49.0654,892.6984,7240.0389,2474.82918,1934.7881,49.0654
FCGR2B,50.7205,30.6363,587.9495,970.7561,10.1846,72.3794,26.8123,153.9491,31.1526,9.2167,970.7561,194.37571,40.93655,9.2167
FEN1,560.999,938.7274,1173.9553,924.3937,550.6047,1262.8952,785.5015,552.2088,591.1215,922.9817,1262.8952,826.33888,854.2416,550.6047
GPC5,0,0,0,0,0,0.8319,8.9374,0,0,1.3167,8.9374,1.1086,0,0
FGR,5592.3151,2670.0707,9779.3975,14449.3581,231.063,4323.6273,227.4081,7054.2169,154.9844,1548.3973,14449.3581,4603.08384,3496.849,154.9844
FHL2,6.1479,134.3284,6.8027,14.9786,10.1846,240.4326,107.2493,9.3708,17.134,18.4333,240.4326,56.50622,16.0563,6.1479
FHL3,576.3689,544.3833,851.312,707.5606,978.9943,832.7787,236.3456,740.2945,667.4455,1312.7144,1312.7144,744.81978,723.92755,236.3456
FKBP2,105.2834,180.6756,305.1506,282.4536,104.3921,312.812,372.3932,135.2075,253.8941,479.2658,479.2658,253.15279,268.17385,104.3921
FKBP3,692.4111,1039.2773,968.9018,1069.1869,764.4812,804.4925,950.3476,877.51,961.0592,1254.7811,1254.7811,938.24487,955.7034,692.4111
FOXD1,0,0.7855,0,0,0.6365,0,4.9652,0,3.1153,0,4.9652,0.95025,0,0
FOXJ1,0.7685,0.7855,8.7464,0,1.2731,0.8319,4.9652,0,1.5576,9.2167,9.2167,2.81449,1.0525,0
FOXE1,6.1479,0,0,6.4194,3.1827,0,14.8957,4.6854,1.5576,0,14.8957,3.68887,2.37015,0
FOXO3,1510.8549,1774.5483,1078.7172,1735.378,2131.1267,2346.0899,2502.4826,1678.7149,2175.2336,907.1817,2502.4826,1784.03278,1754.96315,907.1817
FLII,3607.3007,1909.6622,3186.5889,5302.4251,2405.4742,2787.8536,2189.6723,3432.3963,4430.6854,4072.4429,5302.4251,3332.45016,3309.4926,1909.6622
FLT3,2841.8828,2181.4611,3303.207,3623.3951,21212.6034,3838.6023,15618.6693,11809.2369,7266.3551,7662.9866,21212.6034,7935.83996,5552.4787,2181.4611
FNTA,1780.5956,1816.9678,1802.7211,1754.6362,1749.2043,1370.2163,1393.2473,2179.3842,1637.0717,1270.5811,2179.3842,1675.46256,1751.92025,1270.5811
FNTB,509.1873,481.0841,438.5909,370.8987,483.4755,353.1032,361.4697,375.6359,603.6059,589.6023,603.6059,456.66535,459.8375,353.1032
FRK,0,0,0,0,0,0,2.9791,0,2.3364,0,2.9791,0.53155,0,0
FTH1,6688.8607,5710.9112,14073.7901,21517.7532,3925.4997,27773.5524,7305.8491,10993.9424,4766.3162,15029.7237,27773.5524,11778.61987,9149.89575,3925.4997
FUS,3392.123,3556.9521,2982.5073,3189.729,4716.1044,3867.7205,3677.2592,2218.2062,3612.9283,6514.8553,6514.8553,3772.83853,3584.9402,2218.2062
FUT3,0,0,0,0,0,0.8319,0.993,0,0.7788,0,0.993,0.26037,0,0
FYN,862.2478,608.0126,1371.2342,2405.8488,138.7651,1048.2529,1437.9345,1862.7845,345.7944,743.9154,2405.8488,1082.47902,955.25035,138.7651
GAB1,714.6974,1553.8099,519.9223,584.8787,1169.9554,1321.9634,1949.3545,1677.3762,1850.4673,283.0828,1949.3545,1162.55079,1245.9594,283.0828
GABPB1,522.9741,749.9686,541.069,540.271,852.6671,502.8619,702.3932,688.0991,769.19,516.6854,852.6671,638.61794,614.58405,502.8619
GABRB1,2.3055,12.5687,0,0,1.2731,0,0,3.3467,2.3364,0,12.5687,2.18304,0.63655,0
GARS,1927.3775,1973.2914,1537.415,2102.7104,1075.7479,2018.3028,1541.2115,1452.4766,2086.4486,1712.9803,2102.7104,1742.7962,1820.1789,1075.7479
GATA2,180.5956,982.718,1046.6472,111.9829,1660.0891,160.5657,559.0864,212.8514,1225.0779,2559.5955,2559.5955,869.92097,770.9022,111.9829
BLOC1S1,454.755,405.1453,825.0729,1249.9715,225.7479,594.2346,577.9146,652.8782,382.2274,1036.7152,1249.9715,640.46626,586.0746,225.7479
GGT1,133.7176,318.1461,270.1652,368.7589,94.2075,94.01,50.6455,57.5636,24.9221,9.2167,368.7589,142.13532,94.10875,9.2167
GJA5,3.074,2.3566,0,0,1.9096,4.1597,6.9513,0,3.1153,0,6.9513,2.15665,2.1331,0
GLDC,4.611,18.0676,20.4082,11.4123,8.9115,24.9584,52.6316,15.3949,30.3738,19.75,52.6316,20.65193,18.9088,4.611
GLRX,1022.0941,1151.6104,1723.0321,2236.0913,557.6066,2230.4493,501.4896,1011.3788,554.5171,524.0324,2236.0913,1151.23017,1016.73645,501.4896
GNA12,1119.6926,531.0291,767.7357,1240.3709,536.6009,949.2512,5105.2632,3020.7497,1061.5265,1412.7809,5105.2632,1574.50007,1090.60955,531.0291
GNAQ,6251.6811,9670.8562,5517.9786,4447.2183,8030.5538,4781.198,6194.6375,6849.3976,8094.2368,4865.0748,9670.8562,6470.28327,6223.1593,4447.2183
GNAS,11534.2939,13772.9772,14349.8542,17745.3638,18234.8822,16134.7754,22902.7507,11159.9732,17659.6573,27244.419,27244.419,17073.89469,16897.21635,11159.9732
GNAZ,3.074,5.4988,2.9155,4.2796,2.5461,29.1181,12.9096,8.0321,3.8941,6.5833,29.1181,7.88512,4.8892,2.5461
GNGT2,3.8425,13.3543,10.69,14.9786,1.2731,63.228,13.9027,42.838,5.4517,2.6333,63.228,17.21922,12.02215,1.2731
GP1BA,104.7992,102.7573,86.7541,141.9401,44.8759,172.213,285.998,192.1017,67.8037,175.5114,285.998,137.47544,123.36965,44.8759
GP5,3.074,5.4988,8.7464,12.8388,5.0923,14.975,6.9513,10.0402,2.3364,3.95,14.975,7.35032,6.22505,2.3364
CCR10,6.1479,0,4.8591,2.1398,0,11.6473,4.9652,1.3387,17.134,19.75,19.75,6.7982,4.91215,0
GPR3,23.0548,22.7808,93.2945,56.3481,13.3673,46.589,105.2632,18.0723,51.4019,200.133,200.133,63.03049,48.99545,13.3673
GPER1,39.1931,36.9207,23.3236,76.3195,4.4558,48.2529,14.8957,60.9103,31.1526,14.4833,76.3195,34.99075,34.03665,4.4558
GRK5,162.1518,88.7667,93.2945,395.8631,79.5672,94.01,14.8957,237.6171,220.405,50.0332,395.8631,143.66043,93.65225,14.8957
MKNK2,2140.2498,1641.0055,1465.5005,3360.913,2214.513,3752.0799,2620.6554,2164.6586,2888.6293,3040.178,3752.0799,2528.8383,2417.5842,1465.5005
GPS1,873.7752,608.0126,710.3984,1276.0342,661.9987,1046.589,892.7507,740.2945,1085.6698,1935.4966,1935.4966,983.10197,883.26295,608.0126
GPS2,549.4717,539.8429,808.9893,1254.8146,517.3584,915.5324,566.0179,742.1352,874.8287,1928.8211,1928.8211,869.78122,775.56225,517.3584
GRID1,0.7685,0,0,0,0,0,1.9861,0,0,1.3167,1.9861,0.40713,0,0
GRIK3,0,0.7855,0.9718,1.4265,7.6384,0,1.9861,0,0.7788,1.3167,7.6384,1.49038,0.87865,0
GRIN1,3.074,0,0,0,0.6365,0,6.9513,0,0,10.5333,10.5333,2.11951,0,0
GRIN2A,0,0,0,2.8531,0,0,2.9791,0,0,0,2.9791,0.58322,0,0
NR3C1,4518.732,3045.5617,3444.1205,3575.6063,4530.8721,3563.228,4539.2254,5807.2289,4490.6542,2233.0628,5807.2289,3974.82919,4033.13025,2233.0628
ARHGAP35,2124.1114,1814.6112,1661.8076,1918.6876,2697.6448,1582.3627,2965.2433,2255.0201,2726.6355,2312.0626,2965.2433,2205.81868,2189.56575,1582.3627
GRM2,6.1479,4.7133,5.8309,9.2725,1.9096,14.975,21.8471,10.7095,2.3364,77.6832,77.6832,15.54254,7.7102,1.9096
GRM4,1.537,0,0,2.8531,0,0.8319,0,0,0.7788,0,2.8531,0.60008,0,0
GRSF1,2407.6849,2356.6379,1637.5121,2259.6291,2455.1241,1405.1581,2277.0606,2230.2544,1998.4424,1897.3133,2455.1241,2092.48169,2244.94175,1405.1581
GTF2A2,418.828,923.0165,648.2021,1026.3909,408.0204,780.3661,505.4618,840.6961,347.352,638.5822,1026.3909,653.69161,643.39215,347.352
GTF2E1,398.8473,321.2883,314.8688,243.224,547.422,264.5591,143.9921,378.8487,443.1464,64.5166,547.422,312.07133,318.07855,64.5166
GTF2F2,409.6061,509.0338,514.0914,506.4194,511.7759,373.5441,284.0119,449.1299,428.3489,391.0493,514.0914,437.70107,438.7394,284.0119
GTF2H2,496.4457,180.6756,212.828,79.1726,412.4761,122.2962,325.72,170.0134,638.6293,105.3331,638.6293,274.359,196.7518,79.1726
GTF2I,2359.2699,3163.3543,2933.8776,1727.097,4918.5041,1821.9468,3479.6028,2443.7149,3879.1978,1352.1485,4918.5041,2807.87137,2688.79625,1352.1485
GUK1,440.3458,281.2255,487.8523,888.7304,291.5341,1380.1997,671.3009,368.8086,579.4393,1298.2311,1380.1997,668.76677,533.6458,281.2255
GZMH,6.1479,7.0699,34.9854,6.4194,1.9096,9.1514,28.7984,26.1044,30.3738,123.7665,123.7665,27.47267,17.6279,1.9096
GZMK,34.5821,27.4941,48.5909,15.6919,24.1884,108.985,52.6316,54.2169,43.6137,77.6832,108.985,48.76778,46.1023,15.6919
HIST1H2AD,4.6263,0,0,0,8.415,6.5807,2.9692,2.9853,8.0296,0,8.415,3.36061,2.97725,0
HIST1H2BD,82.2286,107.6198,73.8581,134.0942,425.8434,238.7687,145.9782,232.9317,517.9128,107.9665,517.9128,206.7202,140.0362,73.8581
HSD17B10,344.2843,238.0204,320.6997,594.8645,194.1439,537.4376,213.5055,294.5114,341.1215,795.2653,795.2653,387.38541,330.9106,194.1439
HAS2,0,0.7855,0,0.7133,3.8192,0,28.7984,0,3.8941,2.6333,28.7984,4.06438,0.7494,0
HCCS,331.22,310.2907,349.8542,362.3395,292.8071,328.619,210.5263,363.4538,200.1558,127.7164,363.4538,287.69828,319.45485,127.7164
HCK,1954.2747,1596.2294,4649.174,6325.9629,328.4532,2202.1631,121.1519,2404.2838,626.947,646.4822,6325.9629,2085.51222,1775.25205,121.1519
HCRTR1,5.3794,2.3566,0,3.5663,3.1827,4.1597,12.9096,29.4511,9.3458,3.95,29.4511,7.43012,4.05485,0
HIC1,69.1643,30.6363,18.4645,79.8859,31.1903,44.0932,37.7358,20.7497,134.7352,32.9166,134.7352,49.95718,35.3262,18.4645
HIP1,2068.0115,517.6748,1294.4606,2338.0884,501.5913,1369.3844,991.0626,2854.083,499.2212,778.1486,2854.083,1321.17264,1142.7616,499.2212
HINT1,1504.707,3021.2097,2896.0155,2524.9643,2835.1369,2353.5774,3630.5859,1572.9585,2548.2866,7067.8543,7067.8543,2995.52961,2691.71175,1504.707
HLA-A,8953.6753,5150.8248,9485.8601,8419.4009,4431.5722,14792.8453,7206.5541,3718.8755,8579.4393,10273.932,14792.8453,8101.29795,8499.4201,3718.8755
HLA-DOA,774.6398,664.5719,63.1681,1099.1441,577.9758,940.9318,3617.6763,2859.4378,1822.4299,118.4998,3617.6763,1253.84753,857.7858,63.1681
HLA-DOB,35.3506,56.5593,36.9291,44.9358,47.1038,144.7587,111.4201,197.8715,39.7196,18.4201,197.8715,73.30686,46.0198,18.4201
HLA-DPB1,4568.684,2457.9733,2797.862,4008.5592,2988.5423,3607.3211,4910.6256,6386.8809,6244.5483,840.0319,6386.8809,3881.10286,3807.94015,840.0319
HLA-DRB1,3275.8886,853.9592,4824.9951,7111.826,753.2845,2341.5807,4899.9702,4510.8969,4438.5826,2493.2356,7111.826,3550.42194,3857.2356,753.2845
HLA-DRB5,358.8473,185.978,3899.9028,5742.1113,250.7511,941.6639,663.3565,1230.1539,814.6417,1338.3498,5742.1113,1542.57563,878.1528,185.978
HLF,4.611,4.7133,0.9718,29.2439,7.6384,66.5557,21.8471,6.6934,7.7882,2.6333,66.5557,15.26961,7.1659,0.9718
HMGCS1,811.5274,660.6441,637.5121,851.6405,597.0719,611.4809,725.9186,1504.0161,570.0935,429.2326,1504.0161,739.91377,649.0781,429.2326
HNMT,14.6013,18.8531,1196.3071,348.0742,10.1846,143.9268,97.3188,14.7256,80.9969,15.8,1196.3071,194.07884,49.925,10.1846
HNRNPC,9064.3612,9470.542,8532.5559,10588.4451,8870.1464,8102.3295,9682.2244,6876.1714,8645.6386,9220.6005,10588.4451,8905.3015,8967.2538,6876.1714
HNRNPH3,3026.3208,5173.6057,3951.4091,3353.0528,4010.1846,4299.4842,4416.0874,3127.8447,4186.1371,5096.8077,5173.6057,4064.09341,4098.16085,3026.3208
HOXA9,23.0548,0.7855,2711.3703,3.5663,264.163,540.7654,354.5184,637.2155,3.1153,2934.8449,2934.8449,747.33994,309.3407,0.7855
HOXA11,0,0,61.2245,0,97.3902,2.4958,2.9791,0.6693,0,14.4833,97.3902,17.92422,1.58255,0
HOXA13,0,0.7855,4.8591,0,14.6404,1.6639,0,4.0161,0,0,14.6404,2.5965,0.39275,0
HOXB2,114.5053,3.9277,319.7279,4.2796,0,67.3877,13.9027,95.0469,7.0093,834.7652,834.7652,146.05523,40.6452,0
HOXB3,363.4966,11.7832,1746.3557,3.5663,3.8192,165.5574,33.7637,422.3561,14.7975,2483.229,2483.229,524.87247,99.66055,3.5663
HP,6.1479,1515.3181,306.1224,4393.7233,17.823,79.8669,205.5611,24.7657,28.0374,537.1991,4393.7233,711.45649,142.714,6.1479
HPR,0.7685,14.9254,0,13.5521,4.4558,2.4958,5.9583,3.3467,4.6729,5.2667,14.9254,5.54422,4.56435,0
HPX,4.611,0.7855,1.9436,0.7133,1.9096,0,2.9791,0.6693,0,0,4.611,1.36114,0.7494,0
AGFG1,3965.4179,4103.6921,3341.1079,4635.5207,2551.2412,3986.6889,2422.0457,3526.7738,2672.8972,1357.481,4635.5207,3256.28664,3433.94085,1357.481
PRMT1,857.6369,1058.1304,896.0155,1407.2753,1422.6607,1198.0033,1358.4906,781.7938,2110.5919,3154.7278,3154.7278,1424.53262,1278.24695,781.7938
HSD11B1,0.7685,0,0,0,0,2.4958,2.9791,4.0161,0,0,4.0161,1.02595,0,0
HSD17B4,2014.9856,1919.8743,2998.0564,1894.4365,1176.3208,1803.6606,1521.3505,1609.7724,1689.2523,1840.6968,2998.0564,1846.84062,1822.1787,1176.3208
HSF2,392.6993,656.7164,322.6433,203.281,569.7008,398.5025,561.0725,321.2851,428.3489,593.8156,656.7164,444.80654,413.4257,203.281
DNAJA1,1940.4419,2572.663,2489.7959,2443.6519,2499.6817,2474.2097,2115.1936,2016.7336,3797.5078,3207.3944,3797.5078,2555.72735,2482.0028,1940.4419
HSPA1A,1875.3814,1594.9097,3218.3576,2772.3252,893.9593,3218.3943,446.3357,1741.158,2274.2991,1659.9188,3218.3943,1969.50391,1808.2697,446.3357
HSPA1A,104.5149,116.2608,355.6851,89.8716,135.5824,300.3328,54.6177,204.8193,147.9751,160.6331,355.6851,167.02928,141.77875,54.6177
HSPA2,11.5274,13.3543,47.619,52.0685,25.4615,13.3111,47.6663,8.0321,51.4019,23.7,52.0685,29.41421,24.58075,8.0321
HSPA5,9974.2555,11019.6386,12245.8698,9727.5321,8157.2247,8491.6805,8039.7219,4094.3775,23426.0125,15943.4888,23426.0125,11111.98019,9850.8938,4094.3775
HSPD1,5166.5706,9098.9788,5376.0933,5653.3524,6917.2502,5352.7454,5271.1023,3391.5663,7273.3645,6592.5385,9098.9788,6009.35623,5514.72285,3391.5663
HSPE1,481.8444,1145.326,715.2575,681.883,590.07,886.8552,692.1549,326.6399,849.6885,845.2985,1145.326,721.50179,703.7062,326.6399
NDST1,3360.6148,1512.176,3285.7143,1918.6876,3911.5213,2272.0466,1324.7269,1783.1325,1987.5389,1777.4969,3911.5213,2313.36558,1953.11325,1324.7269
HTR6,2.3055,2.3566,0.9718,1.4265,0,2.4958,1.9861,2.008,4.6729,15.8,15.8,3.40232,2.15675,0
HUS1,569.4524,622.1524,736.6375,524.9643,630.1719,570.7155,772.5919,680.0535,653.4268,441.0826,772.5919,620.12488,626.16215,441.0826
ID3,3.074,3.1422,1.9436,6.4194,1.2731,17.4709,12.9096,8.7015,27.2586,13.1666,27.2586,9.53595,7.56045,1.2731
